flavor,w,l,nf,vg,vd,id
0,1e-07,3e-08,1,0.0,0.3727272727272727,3.033304e-06
0,1e-07,3e-08,1,0.0,0.3818181818181818,3.096861e-06
0,1e-07,3e-08,1,0.0,0.3909090909090909,3.163376e-06
0,1e-07,3e-08,1,0.0,0.39999999999999997,3.235843e-06
0,1e-07,3e-08,1,0.0,0.40909090909090906,3.306068e-06
0,1e-07,3e-08,1,0.0,0.41818181818181815,3.366186e-06
0,1e-07,3e-08,1,0.0,0.42727272727272725,3.444247e-06
0,1e-07,3e-08,1,0.0,0.43636363636363634,3.525374e-06
0,1e-07,3e-08,1,0.0,0.44545454545454544,3.600623e-06
0,1e-07,3e-08,1,0.0,0.45454545454545453,3.688256e-06
0,1e-07,3e-08,1,0.0,0.4636363636363636,3.763869e-06
0,1e-07,3e-08,1,0.0,0.4727272727272727,3.862869e-06
0,1e-07,3e-08,1,0.0,0.4818181818181818,3.941953e-06
0,1e-07,3e-08,1,0.0,0.4909090909090909,4.048778e-06
0,1e-07,3e-08,1,0.0,0.5,4.137878e-06
0,1e-07,3e-08,1,0.0,0.509090909090909,4.234776e-06
0,1e-07,3e-08,1,0.0,0.5181818181818182,4.339197e-06
0,1e-07,3e-08,1,0.0,0.5272727272727272,4.446576e-06
0,1e-07,3e-08,1,0.0,0.5363636363636364,4.552819e-06
0,1e-07,3e-08,1,0.0,0.5454545454545454,4.66731e-06
0,1e-07,3e-08,1,0.0,0.5545454545454546,4.784192e-06
0,1e-07,3e-08,1,0.0,0.5636363636363636,4.901538e-06
0,1e-07,3e-08,1,0.0,0.5727272727272728,5.02659e-06
0,1e-07,3e-08,1,0.0,0.5818181818181818,5.167394e-06
0,1e-07,3e-08,1,0.0,0.5909090909090908,5.301299e-06
0,1e-07,3e-08,1,0.0,0.6,5.432805e-06
0,1e-07,3e-08,1,0.0,0.609090909090909,5.590866e-06
0,1e-07,3e-08,1,0.0,0.6181818181818182,5.738366e-06
0,1e-07,3e-08,1,0.0,0.6272727272727272,5.885514e-06
0,1e-07,3e-08,1,0.0,0.6363636363636364,6.062624e-06
0,1e-07,3e-08,1,0.0,0.6454545454545454,6.223629e-06
0,1e-07,3e-08,1,0.0,0.6545454545454545,6.380538e-06
0,1e-07,3e-08,1,0.0,0.6636363636363636,6.577022e-06
0,1e-07,3e-08,1,0.0,0.6727272727272727,6.757351e-06
0,1e-07,3e-08,1,0.0,0.6818181818181818,6.952866e-06
0,1e-07,3e-08,1,0.0,0.6909090909090909,7.159592e-06
0,1e-07,3e-08,1,0.0,0.7,7.366858e-06
0,1e-07,3e-08,1,0.0,0.7090909090909091,7.586209e-06
0,1e-07,3e-08,1,0.0,0.7181818181818181,7.824211e-06
0,1e-07,3e-08,1,0.0,0.7272727272727273,8.036048e-06
0,1e-07,3e-08,1,0.0,0.7363636363636363,8.287955e-06
0,1e-07,3e-08,1,0.0,0.7454545454545454,8.542725e-06
0,1e-07,3e-08,1,0.0,0.7545454545454545,8.82039e-06
0,1e-07,3e-08,1,0.0,0.7636363636363636,9.074955e-06
0,1e-07,3e-08,1,0.0,0.7727272727272727,9.373613e-06
0,1e-07,3e-08,1,0.0,0.7818181818181817,9.682333e-06
0,1e-07,3e-08,1,0.0,0.7909090909090909,1.000228e-05
0,1e-07,3e-08,1,0.0,0.7999999999999999,1.032368e-05
0,1e-07,3e-08,1,0.0,0.8090909090909091,1.0671e-05
0,1e-07,3e-08,1,0.0,0.8181818181818181,1.10358e-05
0,1e-07,3e-08,1,0.0,0.8272727272727273,1.142172e-05
0,1e-07,3e-08,1,0.0,0.8363636363636363,1.184836e-05
0,1e-07,3e-08,1,0.0,0.8454545454545455,1.227537e-05
0,1e-07,3e-08,1,0.0,0.8545454545454545,1.278488e-05
0,1e-07,3e-08,1,0.0,0.8636363636363636,1.328349e-05
0,1e-07,3e-08,1,0.0,0.8727272727272727,1.384047e-05
0,1e-07,3e-08,1,0.0,0.8818181818181817,1.446015e-05
0,1e-07,3e-08,1,0.0,0.8909090909090909,1.51253e-05
0,1e-07,3e-08,1,0.0,0.9,1.587971e-05
0,1e-07,3e-08,1,0.1,0.0,-7.750315e-07
0,1e-07,3e-08,1,0.1,0.00909090909090909,-2.713049e-07
0,1e-07,3e-08,1,0.1,0.01818181818181818,1.15271e-07
0,1e-07,3e-08,1,0.1,0.02727272727272727,4.106094e-07
0,1e-07,3e-08,1,0.1,0.03636363636363636,6.385226e-07
0,1e-07,3e-08,1,0.1,0.045454545454545456,8.206314e-07
0,1e-07,3e-08,1,0.1,0.05454545454545454,9.693545e-07
0,1e-07,3e-08,1,0.1,0.06363636363636363,1.088915e-06
0,1e-07,3e-08,1,0.1,0.07272727272727272,1.186667e-06
0,1e-07,3e-08,1,0.1,0.08181818181818182,1.270843e-06
0,1e-07,3e-08,1,0.1,0.09090909090909091,1.345801e-06
0,1e-07,3e-08,1,0.1,0.09999999999999999,1.415498e-06
0,1e-07,3e-08,1,0.1,0.10909090909090909,1.478865e-06
0,1e-07,3e-08,1,0.1,0.11818181818181818,1.536337e-06
0,1e-07,3e-08,1,0.1,0.12727272727272726,1.593035e-06
0,1e-07,3e-08,1,0.1,0.13636363636363635,1.645481e-06
0,1e-07,3e-08,1,0.1,0.14545454545454545,1.701725e-06
0,1e-07,3e-08,1,0.1,0.15454545454545454,1.745442e-06
0,1e-07,3e-08,1,0.1,0.16363636363636364,1.803669e-06
0,1e-07,3e-08,1,0.1,0.17272727272727273,1.848783e-06
0,1e-07,3e-08,1,0.1,0.18181818181818182,1.898042e-06
0,1e-07,3e-08,1,0.1,0.1909090909090909,1.944909e-06
