w,l,nf,flavor,vg,mean_rel_error,vth_error
4e-07,6e-08,8,6,0.9,1.949192935908507,-0.0034214155776858823
1e-07,3e-08,4,2,0.0,1.9484010257344366,-0.010137317213036456
1e-07,4e-08,4,2,0.0,1.9484010257344366,-0.010137317213036456
8e-07,4e-08,8,9,0.9,1.9480112192163486,0.06503456918294279
8e-07,3e-08,8,9,0.9,1.9480112192163486,0.06503456918294279
1.6e-06,3e-08,4,9,0.9,1.9475360275418716,0.0762580145465224
1.6e-06,4e-08,4,9,0.9,1.9475360275418716,0.0762580145465224
1.6e-06,9e-08,8,4,0.0,1.9473894142134742,-0.23678349029675205
1e-07,5e-07,1,6,0.6,1.9468972344289863,0.6787608761959827
3e-06,3e-08,4,1,0.0,1.9457278971344025,-0.03293135576640904
3e-06,4e-08,4,1,0.0,1.9457278971344025,-0.03293135576640904
8e-07,3e-08,2,5,0.0,1.9455114257882442,-0.009709599703484062
8e-07,4e-08,2,5,0.0,1.9455114257882442,-0.009709599703484062
4e-07,4e-08,4,2,0.0,1.945506148894013,-0.009943738656987278
4e-07,3e-08,4,2,0.0,1.945506148894013,-0.009943738656987278
3e-06,9e-08,8,7,0.9,1.9449732495695535,0.29777845516908164
1e-07,9e-08,4,0,0.0,1.942979325391974,0.4078739786022649
4e-07,3e-08,4,5,0.0,1.9418761433873868,-0.013343696355800683
4e-07,4e-08,4,5,0.0,1.9418761433873868,-0.013343696355800683
1e-07,6e-08,4,4,0.0,1.9389313736150853,-0.1003711619323151
1e-07,5e-07,1,7,0.6,1.9384384247530657,0.7734591648392422
1e-07,1e-06,2,7,0.6,1.9376574970454246,0.7669321228577834
1e-07,4e-08,4,8,0.9,1.9376479834446851,0.03436526874658395
1e-07,3e-08,4,8,0.9,1.9376479834446851,0.03436526874658395
1e-07,1e-06,1,5,0.3,1.9374309397514566,-0.694690427190251
8e-07,6e-08,1,0,0.0,1.93740140533473,0.5337655919532518
3e-06,4e-08,1,2,0.0,1.9369143987977633,-0.006912641025832333
3e-06,3e-08,1,2,0.0,1.9369143987977633,-0.006912641025832333
3e-06,6e-08,8,5,0.0,1.9369134637015446,-0.020778433872893465
2e-07,1e-06,1,7,0.6,1.9361141871067424,0.8026345306446558
3e-06,6e-08,8,9,0.9,1.9348500832958955,0.2587855554154738
3e-06,6e-08,4,8,0.9,1.9343540016487126,0.15616997308957212
3e-06,6e-08,1,0,0.0,1.9336425099691623,0.2210060239271341
1.6e-06,6e-08,8,8,0.9,1.9324806722577044,0.1598520584764237
1.6e-06,4e-08,8,1,0.0,1.932338265345066,-0.010509282679948218
1.6e-06,3e-08,8,1,0.0,1.932338265345066,-0.010509282679948218
2e-07,6e-08,4,4,0.0,1.9320054434736462,-0.10386758273121954
8e-07,6e-08,8,7,0.9,1.9317776617661235,0.11477359019498845
1.6e-06,4e-08,2,2,0.0,1.9308047622680686,-0.023334180629156598
1.6e-06,3e-08,2,2,0.0,1.9308047622680686,-0.023334180629156598
8e-07,4e-08,8,1,0.0,1.9302999989766192,-0.09506955579351772
8e-07,3e-08,8,1,0.0,1.9302999989766192,-0.09506955579351772
4e-07,6e-08,4,4,0.0,1.9291341766830867,-0.08699206220211331
1.6e-06,6e-08,4,7,0.9,1.9282610769506285,0.12833221682117146
2e-07,3e-08,8,5,0.0,1.9270738150544322,-0.008074294773671498
2e-07,4e-08,8,5,0.0,1.9270738150544322,-0.008074294773671498
1.6e-06,9e-08,8,0,0.0,1.926547075859038,0.537968567200751
3e-06,6e-08,2,7,0.9,1.9250699249629577,0.14207548869731018
1e-07,4e-08,1,7,0.9,1.924598311847292,-0.04251886084305391
1e-07,3e-08,1,7,0.9,1.924598311847292,-0.04251886084305391
1e-07,4e-08,8,5,0.0,1.9244060721108702,-0.010134153625612208
1e-07,3e-08,8,5,0.0,1.9244060721108702,-0.010134153625612208
8e-07,4e-08,4,2,0.0,1.9240329263562805,-0.00970918272794663
8e-07,3e-08,4,2,0.0,1.9240329263562805,-0.00970918272794663
2e-07,1e-06,1,8,0.6,1.9227087258904922,0.8204749769106212
2e-07,1e-06,1,5,0.3,1.9226938491847054,-0.6988490975200076
3e-06,6e-08,1,4,0.0,1.921985096905375,-0.10204155492824996
1e-07,5e-07,1,8,0.6,1.9219501120070874,0.8121528764266549
1e-07,1e-06,2,8,0.6,1.9206523548199832,0.8185640764710955
3e-06,9e-08,8,6,0.9,1.9194795962649984,0.24813686960064776
1e-07,5e-07,1,9,0.6,1.9193784217805856,0.8128521564624525
8e-07,4e-08,1,8,0.9,1.9168896384972918,0.038892725186249616
8e-07,3e-08,1,8,0.9,1.9168896384972918,0.038892725186249616
1.6e-06,6e-08,2,4,0.0,1.916847480486232,-0.10784290032310084
3e-06,4e-08,4,9,0.9,1.916424741623116,0.07183297218825717
3e-06,3e-08,4,9,0.9,1.916424741623116,0.07183297218825717
3e-06,9e-08,8,0,0.0,1.9147950682852684,0.12436083736753567
2e-07,1e-06,1,9,0.6,1.914533825698109,0.8203131369189314
3e-06,9e-08,8,4,0.0,1.9140988403071044,-0.23461057943607144
1e-07,9e-08,8,0,0.0,1.9134066134498624,0.4079258612008688
1.6e-06,6e-08,1,0,0.0,1.912587430415427,0.5367294521733134
1e-07,1e-06,2,9,0.6,1.9124077867212006,0.8214686206904805
1e-07,1e-06,4,6,0.6,1.9119578392733256,0.6847402000942288
4e-07,3e-08,2,8,0.9,1.9102367443918187,0.04183043218146404
4e-07,4e-08,2,8,0.9,1.9102367443918187,0.04183043218146404
3e-06,3e-08,8,1,0.0,1.909567681101167,-0.04113778598989093
3e-06,4e-08,8,1,0.0,1.909567681101167,-0.04113778598989093
8e-07,6e-08,4,4,0.0,1.9083478475248523,-0.09866417023152119
4e-07,6e-08,2,0,0.0,1.9083002538996805,0.5147899849157682
3e-06,4e-08,1,5,0.0,1.9061011351882828,-0.004934255109848018
3e-06,3e-08,1,5,0.0,1.9061011351882828,-0.004934255109848018
2e-07,1e-06,2,6,0.6,1.90588339821395,0.6882931037631798
1e-07,1e-06,1,2,0.3,1.9053221807385747,-0.7237278060952124
3e-06,6e-08,2,6,0.9,1.9040824756733574,0.0819179004752488
1.6e-06,3e-08,2,5,0.0,1.9040636765741958,-0.009971451965065548
1.6e-06,4e-08,2,5,0.0,1.9040636765741958,-0.009971451965065548
8e-07,6e-08,8,6,0.9,1.9034612308920242,-0.0007063706690073335
2e-07,4e-08,4,8,0.9,1.9034565528628202,0.03802208231058793
2e-07,3e-08,4,8,0.9,1.9034565528628202,0.03802208231058793
1.6e-06,6e-08,4,6,0.9,1.903171136985082,0.010458664358409753
1e-07,5e-07,2,6,0.6,1.9030957262898602,0.680322881187891
1.6e-06,4e-08,8,9,0.9,1.9009938264331332,0.0669177286047553
1.6e-06,3e-08,8,9,0.9,1.9009938264331332,0.0669177286047553
2e-07,3e-08,8,2,0.0,1.900827052156285,0.004891944989823815
2e-07,4e-08,8,2,0.0,1.900827052156285,0.004891944989823815
2e-07,1e-06,1,6,0.6,1.9000010829379523,0.6886594815552196
4e-07,1e-06,1,2,0.3,1.8983495239297201,-0.7149377243477993
1e-07,3e-08,8,2,0.0,1.8983221073438241,-0.010134153625612208
1e-07,4e-08,8,2,0.0,1.8983221073438241,-0.010134153625612208
2e-07,1e-06,1,2,0.3,1.8981165117168532,-0.7115188530203341
4e-07,1e-06,1,6,0.6,1.8972798568075866,0.6877787369457828
8e-07,9e-08,4,0,0.0,1.8972607151825986,0.5075720886525577
8e-07,3e-08,4,5,0.0,1.895546694694944,-0.00970918272794663
8e-07,4e-08,4,5,0.0,1.895546694694944,-0.00970918272794663
8e-07,9e-08,8,0,0.0,1.8951596497865872,0.5094497227063873
4e-07,3e-08,8,2,0.0,1.8950162129219117,-0.01031552440374639
4e-07,4e-08,8,2,0.0,1.8950162129219117,-0.01031552440374639
2e-07,5e-07,1,6,0.6,1.8920326242867422,0.6800445305741405
1e-07,6e-08,2,0,0.0,1.8887122434061427,0.5123757193204738
4e-07,4e-08,8,5,0.0,1.8884676148346586,-0.009939801860394781
4e-07,3e-08,8,5,0.0,1.8884676148346586,-0.009939801860394781
4e-07,1e-06,1,5,0.3,1.8850901793399544,-0.7031542143841654
1e-07,6e-08,8,4,0.0,1.8843757415735678,-0.08426006531402674
8e-07,1e-06,1,2,0.3,1.8842304417730766,-0.7227896903088336
1.6e-06,6e-08,2,0,0.0,1.8840234750465126,0.5368381344764368
1e-07,1e-06,4,7,0.6,1.8835510380031484,0.7778435871034242
8e-07,6e-08,2,0,0.0,1.8817537997752307,0.5334079617156906
3e-06,4e-08,2,2,0.0,1.8813755819153641,-0.006493267835161243
3e-06,3e-08,2,2,0.0,1.8813755819153641,-0.006493267835161243
1e-07,5e-07,2,7,0.6,1.8813477159351257,0.7783168876828022
2e-07,1e-06,2,7,0.6,1.8803076667258511,0.8042609366392318
2e-07,6e-08,1,0,0.0,1.8797724072679265,0.5189356022477849
2e-07,4e-08,1,7,0.9,1.8789024808727468,-0.038928047757923065
2e-07,3e-08,1,7,0.9,1.8789024808727468,-0.038928047757923065
1e-07,3e-08,8,8,0.9,1.8773773283263449,0.04261065446087452
1e-07,4e-08,8,8,0.9,1.8773773283263449,0.04261065446087452
4e-07,1e-06,1,7,0.6,1.8764457850651381,0.8006667152395487
1e-07,1e-06,2,5,0.3,1.8754520574568763,-0.7163608515888451
3e-06,6e-08,8,8,0.9,1.8721817279461603,0.15657806364039145
1.6e-06,4e-08,4,2,0.0,1.8700620860584216,-0.009970469432314388
1.6e-06,3e-08,4,2,0.0,1.8700620860584216,-0.009970469432314388
2e-07,1e-06,1,1,0.3,1.8700029264512672,-0.545341541954126
4e-07,6e-08,8,4,0.0,1.8699064390559506,-0.09915697279231417
1.6e-06,6e-08,8,7,0.9,1.869068506864663,0.13066360519225226
1e-07,5e-07,1,5,0.3,1.8680370264394146,-0.6961902522430049
4e-07,6e-08,4,0,0.0,1.8669344870224518,0.5147821454175963
2e-07,5e-07,1,7,0.6,1.8667191437472457,0.7955106631129478
2e-07,6e-08,8,4,0.0,1.8642779854201255,-0.0857923214505506
3e-06,6e-08,2,4,0.0,1.8631292535296733,-0.09210012131860668
2e-07,1e-06,2,8,0.6,1.8629697391597482,0.8205300759769771
3e-06,6e-08,4,7,0.9,1.8591917273605592,0.141172100094892
4e-07,1e-06,1,8,0.6,1.8583763968867626,0.8202990612201713
1e-07,5e-07,2,9,0.6,1.8571543094029714,0.8131336195415254
8e-07,1e-06,1,5,0.3,1.8561563811894248,-0.716066886287297
1e-07,3e-08,2,7,0.9,1.8544707337123423,-0.04276242525297588
1e-07,4e-08,2,7,0.9,1.8544707337123423,-0.04276242525297588
1e-07,5e-07,2,8,0.6,1.8544248910133188,0.8111733527100073
1e-07,3e-08,1,4,0.0,1.8535325390826103,-0.002230248197480633
1e-07,4e-08,1,4,0.0,1.8535325390826103,-0.002230248197480633
3e-06,4e-08,8,9,0.9,1.8529567443269372,0.07405636466227956
3e-06,3e-08,8,9,0.9,1.8529567443269372,0.07405636466227956
8e-07,3e-08,8,2,0.0,1.8520450343090609,-0.012343975329840884
8e-07,4e-08,8,2,0.0,1.8520450343090609,-0.012343975329840884
2e-07,5e-07,1,5,0.3,1.8516168377085775,-0.7035627471905793
1e-07,1e-06,4,8,0.6,1.8514459066653806,0.8185444547712135
2e-07,1e-06,2,2,0.3,1.851389618533953,-0.7316286726915932
2e-07,1e-06,2,5,0.3,1.850761165399487,-0.7099426348438801
1.6e-06,4e-08,1,8,0.9,1.84941470750353,0.04918998462174598
1.6e-06,3e-08,1,8,0.9,1.84941470750353,0.04918998462174598
2e-07,1e-06,2,9,0.6,1.8491115833997287,0.8223505511515996
4e-07,1e-06,1,1,0.3,1.8481193204386588,-0.687323338354333
1.6e-06,6e-08,4,4,0.0,1.8463468717605398,-0.08782259122892788
4e-07,1e-06,1,9,0.6,1.8440886687393778,0.8231778993863963
2e-07,5e-07,1,9,0.6,1.8426090217112623,0.8113508837182087
2e-07,5e-07,1,8,0.6,1.841444461717471,0.8103988171144283
8e-07,4e-08,2,8,0.9,1.8411088504686748,0.04070047570656806
8e-07,3e-08,2,8,0.9,1.8411088504686748,0.04070047570656806
1e-07,9e-08,2,0,0.0,1.8387082551645033,0.41057767371639775
4e-07,6e-08,8,0,0.0,1.8384977527767696,0.5138673098889783
1.6e-06,3e-08,4,5,0.0,1.8373799777939912,-0.009970469432314388
1.6e-06,4e-08,4,5,0.0,1.8373799777939912,-0.009970469432314388
4e-07,4e-08,4,8,0.9,1.8371354339327806,0.040442220891661634
4e-07,3e-08,4,8,0.9,1.8371354339327806,0.040442220891661634
4e-07,5e-07,1,2,0.3,1.8355892217566883,-0.7133625219242808
1e-07,1e-06,1,1,0.3,1.833115200521688,-0.47166803101925475
1.6e-06,1e-06,1,2,0.3,1.8326465062638129,-0.7211166158214911
2e-07,1e-06,4,6,0.6,1.8295211962476823,0.687763492871866
4e-07,1e-06,2,2,0.3,1.8291735691339117,-0.7111867534508497
8e-07,5e-07,1,2,0.3,1.8283899486544732,-0.727114946683576
3e-06,6e-08,4,6,0.9,1.8273994806023246,0.06748490486809723
3e-06,3e-08,2,5,0.0,1.8272666916231248,-0.0026961436042187703
3e-06,4e-08,2,5,0.0,1.8272666916231248,-0.0026961436042187703
3e-06,6e-08,2,0,0.0,1.8265176223168063,0.5366977627446965
1e-07,1e-06,2,2,0.3,1.8259725951108858,-0.6822603191476564
2e-07,5e-07,1,2,0.3,1.8258151733028634,-0.6895398460882445
8e-07,6e-08,8,4,0.0,1.8248558672577666,-0.10955878893014304
1.6e-06,6e-08,8,6,0.9,1.8242540734202077,0.012074107491068187
1e-07,2e-07,1,6,0.6,1.824124811083958,0.6106643272029566
1e-07,2e-07,1,7,0.6,1.8211928221687494,0.6608536008569559
1e-07,1e-06,4,9,0.6,1.8209304590450255,0.8214126325211597
4e-07,5e-07,1,5,0.3,1.820908984598234,-0.6920107710075966
2e-07,3e-08,8,8,0.9,1.817844880888289,0.03968446574308884
2e-07,4e-08,8,8,0.9,1.817844880888289,0.03968446574308884
8e-07,3e-08,8,5,0.0,1.8168008587982114,-0.0172416602124299
8e-07,4e-08,8,5,0.0,1.8168008587982114,-0.0172416602124299
2e-07,3e-08,1,4,0.0,1.8162710294849984,-0.013287555860011735
2e-07,4e-08,1,4,0.0,1.8162710294849984,-0.013287555860011735
4e-07,1e-06,2,6,0.6,1.8129419072293753,0.6857258557244557
1e-07,1e-06,8,6,0.6,1.8117150099496064,0.6869835076203825
2e-07,5e-07,2,6,0.6,1.8086548123315977,0.6829590956805076
1e-07,5e-07,1,2,0.3,1.8041989429824916,-0.708072369552603
2e-07,1e-06,2,1,0.3,1.8041387471131523,-0.6460957682067677
3e-06,4e-08,4,2,0.0,1.8009017574419643,-0.00493310378750611
3e-06,3e-08,4,2,0.0,1.8009017574419643,-0.00493310378750611
4e-07,1e-06,2,5,0.3,1.8006691911223183,-0.726253508473178
1e-07,6e-08,4,0,0.0,1.7991821783402642,0.5158391062403072
1e-07,4e-08,1,6,0.9,1.796963120438475,-0.08834493519511268
1e-07,3e-08,1,6,0.9,1.796963120438475,-0.08834493519511268
2e-07,6e-08,4,0,0.0,1.7967288818905245,0.5184922858912866
1e-07,1e-06,8,7,0.6,1.7953853952540917,0.7837587452332386
4e-07,6e-08,1,0,0.0,1.7947314561190635,0.5167793849429344
1e-07,5e-07,4,7,0.6,1.7910706544516999,0.7711024314932496
8e-07,5e-07,1,5,0.3,1.7888806541926368,-0.7087150953577356
2e-07,1e-06,4,7,0.6,1.7875176659152214,0.8031317881715457
8e-07,6e-08,4,0,0.0,1.786358807906628,0.5344570615572068
8e-07,1e-06,2,2,0.3,1.7840058632521103,-0.7423363079243881
4e-07,3e-08,1,7,0.9,1.7832246634493203,0.010540813482724468
4e-07,4e-08,1,7,0.9,1.7832246634493203,0.010540813482724468
1.6e-06,3e-08,8,2,0.0,1.781232746981369,-0.10571866169904864
1.6e-06,4e-08,8,2,0.0,1.781232746981369,-0.10571866169904864
1e-07,2e-07,1,9,0.6,1.7811583009918386,0.6788787885216511
4e-07,5e-07,1,6,0.6,1.7800235865600815,0.6817716343625797
4e-07,1e-06,2,1,0.3,1.7784595017817257,-0.6243340210096213
4e-07,1e-06,2,7,0.6,1.7781278264449991,0.8095506623906299
1e-07,1e-06,4,5,0.3,1.7775964604941799,-0.725433795154098
8e-07,1e-06,1,7,0.6,1.7757139656272032,0.8073403100616384
2e-07,4e-08,2,7,0.9,1.7729187267049693,0.010280854559999733
2e-07,3e-08,2,7,0.9,1.7729187267049693,0.010280854559999733
2e-07,5e-07,2,7,0.6,1.7724424363346085,0.7851738850733548
1.6e-06,6e-08,4,0,0.0,1.7706129478959383,0.5388698660304339
1.6e-06,1e-06,1,5,0.3,1.7705704192005176,-0.7142193504161001
8e-07,1e-06,1,6,0.6,1.7688050564585924,0.6848892182234836
8e-07,5e-07,1,1,0.3,1.7686642643562265,-0.6284810234923859
3e-06,4e-08,1,8,0.9,1.767292736046159,0.043900413178005214
3e-06,3e-08,1,8,0.9,1.767292736046159,0.043900413178005214
2.65e-06,1e-06,1,2,0.3,1.7670950851330045,-0.7050238007825016
1e-07,2e-07,1,8,0.6,1.7635656264839745,0.7051529608058708
3e-06,6e-08,4,0,0.0,1.7630580111266294,0.1722271741489465
4e-07,5e-07,1,1,0.3,1.7618932915126746,-0.703818431162332
4e-07,1e-06,2,8,0.6,1.757076874473301,0.8202038635733845
1.6e-06,5e-07,1,2,0.3,1.7557650141838224,-0.721916145618688
2e-07,5e-07,2,8,0.6,1.752504859056139,0.8091278267718959
3e-06,6e-08,8,7,0.9,1.7523194458016342,0.1402582725721705
3e-06,6e-08,4,4,0.0,1.752311786548725,-0.09628189204591409
4e-07,5e-07,1,7,0.6,1.7512100481363213,0.7956832915502642
2e-07,1e-06,4,8,0.6,1.750546547648329,0.820034717105608
1e-07,1e-06,2,1,0.3,1.7504923297200847,-0.6070670896590067
1e-07,5e-07,4,8,0.6,1.7481927612031611,0.8103863798263191
2e-07,5e-07,2,5,0.3,1.7481236613476532,-0.7080249507051756
8e-07,1e-06,1,8,0.6,1.7477691737147847,0.8229287869618349
8e-07,1e-06,1,9,0.6,1.7465623506630394,0.8224871058238219
2e-07,1e-06,4,5,0.3,1.7447237447084756,-0.7086981952835036
1e-07,5e-07,2,5,0.3,1.744549797044386,-0.7183309781939986
4e-07,3e-08,1,4,0.0,1.7439645974509095,0.005357474158494524
4e-07,4e-08,1,4,0.0,1.7439645974509095,0.005357474158494524
1e-07,4e-08,4,7,0.9,1.7429898376477624,-0.05556949416242024
1e-07,3e-08,4,7,0.9,1.7429898376477624,-0.05556949416242024
2e-07,5e-07,1,1,0.3,1.7423838608457818,-0.7239402127569644
1.6e-06,3e-08,2,8,0.9,1.7422723784655296,0.051270575576608496
1.6e-06,4e-08,2,8,0.9,1.7422723784655296,0.051270575576608496
1e-07,1e-06,8,8,0.6,1.740195255416363,0.8193827950514313
1e-07,5e-07,4,9,0.6,1.7385283982398902,0.8131201520683025
1e-07,5e-07,4,6,0.6,1.737468387397404,0.6769894565955709
4e-07,5e-07,2,2,0.3,1.737005147031311,-0.7000297773702122
4e-07,1e-06,2,9,0.6,1.7363952119936237,0.8229764093761962
1.6e-06,6e-08,8,4,0.0,1.7353950658990331,-0.10113964409331366
2e-07,1e-06,4,2,0.3,1.7349111914807227,-0.7014619875714873
1.6e-06,3e-08,8,5,0.0,1.7324667644166176,-0.10456078186900997
1.6e-06,4e-08,8,5,0.0,1.7324667644166176,-0.10456078186900997
1e-07,1e-06,8,9,0.6,1.7302084432717995,0.8205894547862987
4e-07,5e-07,1,8,0.6,1.730133752043319,0.8119547744283758
2e-07,5e-07,2,9,0.6,1.7279584153913068,0.8145292581535127
2e-07,1e-06,4,9,0.6,1.7278026162913716,0.8220814198468395
1e-07,1e-06,4,2,0.3,1.7261780944176348,-0.6880091737676272
5e-07,1e-06,1,3,0.0,1.7223903999109702,-0.31432255564966205
2e-07,5e-07,2,2,0.3,1.722068147758943,-0.6844854414761472
8e-07,4e-08,4,8,0.9,1.7217700649106813,0.049976026930675196
8e-07,3e-08,4,8,0.9,1.7217700649106813,0.049976026930675196
3e-06,3e-08,4,5,0.0,1.719564912866734,-0.00493310378750611
3e-06,4e-08,4,5,0.0,1.719564912866734,-0.00493310378750611
8e-07,1e-06,2,5,0.3,1.7159314034200448,-0.7309332879054581
4e-07,5e-07,1,9,0.6,1.7152818085619863,0.8140726040458033
1e-07,3e-08,2,4,0.0,1.714460630881609,-0.01870767672851248
1e-07,4e-08,2,4,0.0,1.714460630881609,-0.01870767672851248
2e-07,6e-08,8,0,0.0,1.7141352838014996,0.5186759780124124
4e-07,3e-08,8,8,0.9,1.713554287763558,0.04030367180469793
4e-07,4e-08,8,8,0.9,1.713554287763558,0.04030367180469793
1.6e-06,1e-06,2,2,0.3,1.7122241129389786,-0.7181040888423316
2e-07,1e-06,1,0,0.3,1.711406265013477,-0.12258939763466507
1e-07,5e-07,2,2,0.3,1.7102920270109727,-0.6881830949066683
2e-07,1e-06,8,6,0.6,1.7090477868149114,0.6869454217015373
4e-07,1e-06,4,2,0.3,1.7060303619935486,-0.7182563358041378
1e-07,6e-08,8,0,0.0,1.704618968449021,0.5125367881640271
5e-07,9e-07,1,3,0.0,1.7043865779661083,-0.306723925286338
1.6e-06,1e-06,1,1,0.3,1.7017514433880165,-0.685995720412536
5e-07,5e-07,1,3,0.0,1.6998708258296191,-0.2845068050871761
2e-07,3e-08,2,4,0.0,1.6994447700339896,-0.027360873689831422
2e-07,4e-08,2,4,0.0,1.6994447700339896,-0.027360873689831422
8e-07,5e-07,2,2,0.3,1.6981526933550903,-0.7552323898004963
8e-07,6e-08,8,0,0.0,1.6976729349657163,0.5351509246482561
3e-06,6e-08,8,6,0.9,1.6954660890325997,0.11718649681597207
5e-07,6e-07,1,3,0.0,1.695078952702135,-0.29481239651759783
1e-07,4e-08,1,0,0.0,1.6914474289642663,0.6389976402092308
1e-07,3e-08,1,0,0.0,1.6914474289642663,0.6389976402092308
1.6e-06,5e-07,1,5,0.3,1.689382278010347,-0.6944399886837047
4e-07,1e-06,4,6,0.6,1.6877577471507075,0.6850300189712931
1e-07,1e-06,1,4,0.3,1.6873979285544156,-0.71851885308415
4e-07,5e-07,2,5,0.3,1.68610966129376,-0.7242000257208457
2e-07,3e-08,1,0,0.0,1.6836225520682326,0.6391229705335446
2e-07,4e-08,1,0,0.0,1.6836225520682326,0.6391229705335446
8e-07,1e-06,1,1,0.3,1.6834435991898449,-0.6138524874621905
3e-06,3e-08,8,2,0.0,1.6769775636242357,-0.030904557737073235
3e-06,4e-08,8,2,0.0,1.6769775636242357,-0.030904557737073235
8e-07,1e-06,2,6,0.6,1.6708490100895947,0.6807330421273363
2.65e-06,1e-06,1,5,0.3,1.6707354172975317,-0.6722961160362012
2e-07,2e-07,1,6,0.6,1.6698455731928985,0.63575770187859
1.6e-06,1e-06,1,6,0.6,1.6677032456927279,0.682876718357941
2e-07,1e-06,1,4,0.3,1.6668425544944534,-0.7200788172456378
2e-07,5e-07,4,6,0.6,1.666329648913423,0.6823503848395809
4e-07,4e-08,1,0,0.0,1.6558173301572991,0.6427748858350235
4e-07,3e-08,1,0,0.0,1.6558173301572991,0.6427748858350235
1e-07,6e-08,8,7,0.6,1.653877264330583,-0.01808646519296106
2e-07,2e-07,1,7,0.6,1.6530719057415237,0.6389186329531984
1e-07,5e-07,8,7,0.6,1.6516054396127413,0.7621810678863469
2e-07,1e-06,8,7,0.6,1.651033172860456,0.806340321858225
4e-07,1e-06,4,5,0.3,1.6510127696568957,-0.7038617152499365
8e-07,4e-08,1,4,0.0,1.6496553172020654,0.0037502909880772206
8e-07,3e-08,1,4,0.0,1.6496553172020654,0.0037502909880772206
2.65e-06,1e-06,2,2,0.3,1.6480051539161793,-0.7199287708119285
1e-07,1e-06,1,0,0.3,1.6478913235225512,-0.12049883470450984
3e-06,5e-07,1,2,0.3,1.644954758582967,-0.711875769262702
8e-07,5e-07,2,5,0.3,1.6448660532557984,-0.6925429744904001
1e-07,4e-08,2,6,0.9,1.6400314531249633,-0.08510079182432709
1e-07,3e-08,2,6,0.9,1.6400314531249633,-0.08510079182432709
4e-07,1e-06,4,7,0.6,1.6386875394490363,0.8058681431340223
1e-07,6e-08,8,6,0.6,1.6351251526493336,-0.016413526061118566
2.65e-06,1e-06,1,1,0.3,1.6337137125661176,-0.6428306584908048
2e-07,2e-07,1,9,0.6,1.6330337373305597,0.6898856104671021
4e-07,5e-07,2,6,0.6,1.6325408848804297,0.6813642726702468
8e-07,1e-06,2,7,0.6,1.6323211874166303,0.8149164945005447
8e-07,1e-06,4,2,0.3,1.6290082796538452,-0.7158310221186319
1.6e-06,1e-06,1,7,0.6,1.628159038020073,0.8122152315707186
4e-07,1e-06,4,9,0.6,1.6261190460882908,0.8223295811793706
2e-07,1e-06,8,9,0.6,1.6256182024534067,0.8212304867763673
7.5e-07,1e-06,1,3,0.0,1.625059939241257,-0.2803661927896467
1.6e-06,1e-06,2,5,0.3,1.62378013243907,-0.6949367862404509
2e-07,1e-06,4,1,0.3,1.6234941260716262,-0.6344570598897512
2e-07,5e-07,4,7,0.6,1.6229562423807142,0.7890755182475243
4e-07,1e-06,1,0,0.3,1.6229072094588717,-0.11945680456110414
8e-07,5e-07,1,6,0.6,1.6225389901326526,0.67973299851329
2e-07,1e-06,8,8,0.6,1.6223229147569582,0.8198008033524947
4e-07,4e-08,2,7,0.9,1.6220000303450377,0.006984909882197132
4e-07,3e-08,2,7,0.9,1.6220000303450377,0.006984909882197132
1e-07,5e-07,8,9,0.6,1.62117300556246,0.8137126647490707
8e-07,1e-06,1,0,0.3,1.6195236861214943,-0.11726804749429257
2e-07,5e-07,4,9,0.6,1.6191803262016236,0.8140642800191223
4e-07,1e-06,4,8,0.6,1.6188595503677459,0.8211233024540322
1e-07,5e-07,8,8,0.6,1.6175840487711308,0.8103946073920408
2e-07,6e-08,4,7,0.6,1.6169689953714357,0.010376364566321739
2e-07,2e-07,1,8,0.6,1.6138978860499538,0.7101261706928821
7.5e-07,9e-07,1,3,0.0,1.6130154448423024,-0.27253812441955894
2e-07,4e-08,1,6,0.9,1.6128965295214883,-0.0689078614693707
2e-07,3e-08,1,6,0.9,1.6128965295214883,-0.0689078614693707
1e-07,1e-06,8,5,0.3,1.6113528995192143,-0.6895539104044266
8e-07,1e-06,2,8,0.6,1.6110610252224375,0.8221679704354777
2e-07,5e-07,2,1,0.3,1.609882906202473,-0.7106135691298876
8e-07,1e-06,2,9,0.6,1.6097608438540856,0.8227667870320013
4e-07,5e-07,2,8,0.6,1.6095105562037062,0.8113968412406278
4e-07,1e-06,4,1,0.3,1.6088732209026677,-0.6230980122168754
4e-07,1e-06,1,4,0.3,1.6086520378571354,-0.7111783311767387
2e-07,4e-08,4,7,0.9,1.60792502472605,-0.005322057504893826
2e-07,3e-08,4,7,0.9,1.60792502472605,-0.005322057504893826
2e-07,5e-07,4,8,0.6,1.6071611711626663,0.8093548362086153
4e-07,5e-07,2,7,0.6,1.6069333599893731,0.7918824297435717
3e-06,3e-08,2,8,0.9,1.606928898611606,0.047385771656577355
3e-06,4e-08,2,8,0.9,1.606928898611606,0.047385771656577355
8e-07,1e-06,2,1,0.3,1.6044675136238769,-0.6744810817949943
8e-07,4e-08,1,7,0.9,1.6042298205549321,0.022629730495323047
8e-07,3e-08,1,7,0.9,1.6042298205549321,0.022629730495323047
1.6e-06,1e-06,1,9,0.6,1.6040909636571439,0.8233472323913799
1.6e-06,5e-07,1,1,0.3,1.6006769861973045,-0.6808916720649355
1e-07,5e-07,1,1,0.3,1.6004164034062565,-0.10459476423204966
