w,l,nf,flavor,vg,mean_rel_error,vth_error
4e-07,3e-08,4,6,0.3,0.520329465134043,0.3261063917257663
4e-07,4e-08,4,6,0.3,0.520329465134043,0.3261063917257663
1.6e-06,6e-08,4,5,0.9,0.5202990938698381,-0.07711557612517489
8e-07,9e-08,2,8,0.3,0.5202514041638808,0.025013830073202348
2e-07,9e-08,4,5,0.3,0.5200092447076108,0.033799796607114185
8e-07,9e-08,1,7,0.3,0.5199506523948881,0.010036260569219912
4e-07,4e-08,4,8,0.3,0.5194794901172792,-0.02699305181268752
4e-07,3e-08,4,8,0.3,0.5194794901172792,-0.02699305181268752
3e-06,6e-08,2,5,0.9,0.5191573444880456,-0.07939619549968058
8e-07,9e-08,2,9,0.3,0.5180358873987826,-0.0003018640821844665
1e-07,6e-08,1,8,0.0,0.5179579802902801,0.007121325709195547
8e-07,1e-06,2,0,0.6,0.5177628474065414,0.002688492212765778
1e-07,1e-06,2,6,0.0,0.5170266133711428,0.016180921890409206
8e-07,4e-08,2,7,0.3,0.5166419258415065,0.10234365544392099
8e-07,3e-08,2,7,0.3,0.5166419258415065,0.10234365544392099
1e-07,1e-06,1,7,0.0,0.5165087854359964,0.055742861838160906
2e-07,9e-08,8,0,0.3,0.5162391824793964,-0.019630568806346615
2.65e-06,1e-06,1,7,0.3,0.5161166653967248,-0.001580869048188105
2e-07,5e-07,1,6,0.0,0.5159287004719489,-0.008396845023481925
3e-06,6e-08,2,9,0.3,0.5155527199244345,0.043597503073414035
1.6e-06,6e-08,8,1,0.9,0.5154957160750157,-0.07442941650799328
1e-07,5e-07,2,6,0.0,0.514877786207043,-0.010933672386404747
1.6e-06,4e-08,4,7,0.0,0.5137361395467097,0.20825989361561925
1.6e-06,3e-08,4,7,0.0,0.5137361395467097,0.20825989361561925
4e-07,6e-08,8,5,0.3,0.5134643825671021,0.08100125265310842
3e-06,6e-08,1,8,0.3,0.5133296787764368,0.056305658514183676
2e-07,9e-08,2,1,0.3,0.5130769815198264,0.04604608919769476
1e-07,2e-07,1,6,0.0,0.5128180661359043,-0.015350313590856701
1e-07,6e-08,1,5,0.6,0.5127281732730208,-0.03977633747178566
2e-07,6e-08,4,2,0.3,0.512572831441804,0.052936635016194056
3e-06,6e-08,1,7,0.3,0.5125418464371094,0.04865253458439289
8e-07,1e-06,8,0,0.6,0.5124189825622227,0.007895376572418025
8e-07,4e-08,8,2,0.3,0.5123216374677731,0.019100569980936233
8e-07,3e-08,8,2,0.3,0.5123216374677731,0.019100569980936233
4e-07,4e-08,4,0,0.3,0.5122153029399807,0.007610240333844165
4e-07,3e-08,4,0,0.3,0.5122153029399807,0.007610240333844165
8e-07,3e-08,2,1,0.3,0.5120222605658389,0.04069095632362385
8e-07,4e-08,2,1,0.3,0.5120222605658389,0.04069095632362385
1.6e-06,3e-08,4,8,0.0,0.5119270404073217,0.03944029831304424
1.6e-06,4e-08,4,8,0.0,0.5119270404073217,0.03944029831304424
1.6e-06,4e-08,4,6,0.3,0.5118528653804104,0.19132261529405267
1.6e-06,3e-08,4,6,0.3,0.5118528653804104,0.19132261529405267
1.6e-06,6e-08,2,5,0.3,0.5118427188512137,0.0347474703449242
8e-07,9e-08,4,0,0.3,0.5118257877391822,-0.0021302100728359252
4e-07,4e-08,8,9,0.3,0.5115012485653689,0.11104731549714757
4e-07,3e-08,8,9,0.3,0.5115012485653689,0.11104731549714757
4e-07,3e-08,1,4,0.3,0.5110738639218058,-0.01742096946552818
4e-07,4e-08,1,4,0.3,0.5110738639218058,-0.01742096946552818
4e-07,3e-08,2,7,0.3,0.5098769592734216,-0.012070984250135142
4e-07,4e-08,2,7,0.3,0.5098769592734216,-0.012070984250135142
1.6e-06,6e-08,4,6,0.3,0.5097942510297873,0.03619155985864819
2e-07,5e-07,1,9,0.0,0.5090070943034259,0.11255347755747214
4e-07,3e-08,2,9,0.3,0.5089380798496649,-0.16054903566003192
4e-07,4e-08,2,9,0.3,0.5089380798496649,-0.16054903566003192
1e-07,6e-08,1,7,0.0,0.5085795833787777,0.008544568485420068
2e-07,3e-08,2,6,0.3,0.508487400126332,0.1213642549891703
2e-07,4e-08,2,6,0.3,0.508487400126332,0.1213642549891703
8e-07,1e-06,4,0,0.6,0.5084816644526329,0.006979674300546274
2.65e-06,1e-06,4,4,0.3,0.5084682537121441,-0.6216049859082211
8e-07,6e-08,8,7,0.0,0.5084231497397713,0.02385266303455502
4e-07,9e-08,2,9,0.3,0.507703222880397,0.013856242876067792
1e-07,6e-08,2,6,0.0,0.507648521541199,0.003463223204467236
8e-07,2e-07,1,6,0.3,0.5076371025368374,0.0003154610621647347
4e-07,3e-08,8,2,0.3,0.5074964304388604,0.02293133089507282
4e-07,4e-08,8,2,0.3,0.5074964304388604,0.02293133089507282
1e-07,3e-08,8,1,0.3,0.5068843926197344,0.05863297711608306
1e-07,4e-08,8,1,0.3,0.5068843926197344,0.05863297711608306
3e-06,9e-08,1,1,0.3,0.5067110146790188,-0.03769902088126964
8e-07,2e-07,1,8,0.3,0.5061020220887629,-0.00399254148180439
4e-07,4e-08,1,8,0.3,0.5060454687937904,-0.01166628576201717
4e-07,3e-08,1,8,0.3,0.5060454687937904,-0.01166628576201717
4e-07,6e-08,2,0,0.3,0.5054635405055954,0.02240338598395286
1.6e-06,9e-08,4,5,0.9,0.5051550136885071,-0.05907455077111923
3e-06,2e-07,1,6,0.3,0.504701473020801,-0.0068775229207895805
2e-07,4e-08,4,2,0.3,0.5045455242856476,0.034585107341875254
2e-07,3e-08,4,2,0.3,0.5045455242856476,0.034585107341875254
8e-07,3e-08,8,9,0.0,0.5038515879009842,-0.020826896868421763
8e-07,4e-08,8,9,0.0,0.5038515879009842,-0.020826896868421763
1e-07,6e-08,4,7,0.0,0.5036913925642528,0.0005417050781962862
8e-07,9e-08,8,6,0.0,0.5036037896072573,0.01537817703011235
3e-06,4e-08,2,6,0.3,0.5029775184173501,-0.34354877388533855
3e-06,3e-08,2,6,0.3,0.5029775184173501,-0.34354877388533855
8e-07,6e-08,4,8,0.3,0.5026690198619784,0.017933923784071104
8e-07,1e-06,1,0,0.6,0.5022360026903627,-0.015796821002588793
3e-06,4e-08,2,4,0.3,0.5021722348588352,0.015103012687867623
3e-06,3e-08,2,4,0.3,0.5021722348588352,0.015103012687867623
1e-07,9e-08,4,7,0.0,0.5020555302653111,-0.01407155536475757
1.6e-06,9e-08,8,4,0.9,0.5019326706608684,-0.09982171200499668
1.6e-06,9e-08,2,7,0.3,0.5018790269529223,0.0278319244977282
4e-07,6e-08,1,9,0.3,0.5018675935297405,0.06085002710342402
1e-07,9e-08,1,7,0.0,0.501579868707889,-0.013117482455449858
3e-06,4e-08,2,7,0.0,0.5015217731500835,0.06970766196287881
3e-06,3e-08,2,7,0.0,0.5015217731500835,0.06970766196287881
8e-07,4e-08,8,0,0.6,0.5010333811175253,0.09644391856424084
8e-07,3e-08,8,0,0.6,0.5010333811175253,0.09644391856424084
2e-07,5e-07,1,7,0.0,0.5008957843589267,-0.008199848502065121
2e-07,3e-08,1,9,0.3,0.5003094555565067,-0.046226446896283524
2e-07,4e-08,1,9,0.3,0.5003094555565067,-0.046226446896283524
8e-07,4e-08,4,6,0.3,0.5002202612335468,0.19157651669748002
8e-07,3e-08,4,6,0.3,0.5002202612335468,0.19157651669748002
8e-07,9e-08,8,8,0.0,0.49989079399099634,0.01192557700084318
1.6e-06,4e-08,2,7,0.3,0.4993880822589034,-0.07337969213333542
1.6e-06,3e-08,2,7,0.3,0.4993880822589034,-0.07337969213333542
1.6e-06,6e-08,8,0,0.6,0.4992072969693722,-0.028105308242142107
1.6e-06,4e-08,8,4,0.6,0.49886379005732345,0.3040794682235715
1.6e-06,3e-08,8,4,0.6,0.49886379005732345,0.3040794682235715
2e-07,6e-08,4,1,0.3,0.4977704184066424,0.06853007773033093
8e-07,9e-08,4,9,0.3,0.49762793689004453,0.015340507136837767
3e-06,6e-08,4,2,0.3,0.4969673448140357,0.07214596207654467
3e-06,6e-08,2,6,0.3,0.4969048326196148,0.061365825120186734
8e-07,3e-08,1,6,0.3,0.4967430418881677,0.015969993913365677
8e-07,4e-08,1,6,0.3,0.4967430418881677,0.015969993913365677
1.6e-06,6e-08,4,7,0.0,0.49669222720340384,0.0231280458132489
1e-07,9e-08,1,6,0.0,0.4966428006712724,-0.004736418816661425
8e-07,9e-08,1,6,0.3,0.4965187136116033,0.05543235302776717
3e-06,3e-08,1,4,0.3,0.4964369078205668,-0.0027808350293021533
3e-06,4e-08,1,4,0.3,0.4964369078205668,-0.0027808350293021533
2e-07,3e-08,2,2,0.3,0.49626673583993985,0.024287636928812528
2e-07,4e-08,2,2,0.3,0.49626673583993985,0.024287636928812528
8e-07,2e-07,1,7,0.3,0.4962523744798533,-0.008910564766117512
2e-07,6e-08,4,4,0.3,0.4961593797029723,-0.006509959358909967
1e-07,3e-08,1,4,0.3,0.4960756578466598,-0.010238243338631547
1e-07,4e-08,1,4,0.3,0.4960756578466598,-0.010238243338631547
8e-07,6e-08,8,0,0.9,0.4958472935647057,-0.06532882157924769
1e-07,5e-07,4,8,0.0,0.49536308666625234,-0.02753947368200893
2e-07,2e-07,1,7,0.0,0.4952991521009794,-0.012288663299241387
3e-06,6e-08,8,1,0.3,0.4952812194336776,0.07236949388804215
1e-07,9e-08,2,1,0.3,0.49472472241886073,0.027010147917204907
1e-07,1e-06,8,8,0.0,0.49437187440489067,-0.02544377885027249
3e-06,5e-07,8,5,0.9,0.4942174348755862,-0.043177847801906505
3e-06,9e-08,1,4,0.3,0.4941141118171413,-0.06615332357496273
1e-07,6e-08,8,8,0.0,0.49402325971098604,-0.006002370647592903
4e-07,4e-08,2,4,0.3,0.4930183095676234,-0.017276327233481714
4e-07,3e-08,2,4,0.3,0.4930183095676234,-0.017276327233481714
8e-07,6e-08,2,9,0.3,0.4922960583981878,0.06341165360206402
1e-07,5e-07,4,6,0.0,0.4921640210772936,-0.020339300312013253
4e-07,6e-08,1,5,0.6,0.4918772730498743,-0.02666711141117295
8e-07,4e-08,4,4,0.3,0.49167750256562276,0.009169374757068471
8e-07,3e-08,4,4,0.3,0.49167750256562276,0.009169374757068471
1e-07,5e-07,1,5,0.6,0.4915750302206626,-0.10015520261924436
2e-07,5e-07,2,6,0.0,0.4914277444052481,-0.01740526831170497
1.6e-06,3e-08,2,4,0.3,0.49107105848798405,0.006083298362935863
1.6e-06,4e-08,2,4,0.3,0.49107105848798405,0.006083298362935863
4e-07,3e-08,1,7,0.3,0.4909641177807746,0.015214153881439985
4e-07,4e-08,1,7,0.3,0.4909641177807746,0.015214153881439985
1.6e-06,4e-08,4,4,0.3,0.4905308032678932,0.014141176373757447
1.6e-06,3e-08,4,4,0.3,0.4905308032678932,0.014141176373757447
8e-07,6e-08,4,5,0.3,0.49032117761800825,0.0566259079110214
1e-07,9e-08,4,5,0.3,0.48993779546391697,-0.08081052291400315
1.6e-06,6e-08,4,9,0.3,0.48979268676231547,0.036455963023317106
8e-07,6e-08,8,6,0.0,0.4896954925577351,0.02489193112012822
1.6e-06,6e-08,1,8,0.3,0.4895690970711003,0.0747799362732533
4e-07,4e-08,8,7,0.0,0.48940893614788605,0.0010275439955009236
4e-07,3e-08,8,7,0.0,0.48940893614788605,0.0010275439955009236
8e-07,6e-08,8,2,0.3,0.48929867294558677,0.05487397739721478
4e-07,9e-08,4,2,0.3,0.4892850348591359,-0.009883853939411602
3e-06,2e-07,1,8,0.3,0.4891967471953819,-0.0036570862570459717
1.6e-06,4e-08,1,7,0.3,0.4890541275589347,0.08076350418100897
1.6e-06,3e-08,1,7,0.3,0.4890541275589347,0.08076350418100897
1.6e-06,2e-07,1,6,0.3,0.4890319292843886,-0.0019448257271490466
3e-06,5e-07,2,4,0.3,0.48876473726533876,-0.6233760243757489
4e-07,6e-08,2,7,0.3,0.48812618625895327,0.053193696493415765
8e-07,6e-08,4,6,0.3,0.48804210498712397,0.04308130176155911
3e-06,3e-08,2,8,0.0,0.4878945668325688,0.027779313032981423
3e-06,4e-08,2,8,0.0,0.4878945668325688,0.027779313032981423
3e-06,5e-07,8,8,0.0,0.4878861266124434,0.001222759554563857
1.6e-06,9e-08,4,2,0.3,0.4870295524974474,0.04273725913748261
1.6e-06,9e-08,2,8,0.3,0.48681179134375385,0.025512689844617742
1e-07,5e-07,2,9,0.0,0.48636016311208763,0.020961239120056763
8e-07,9e-08,8,5,0.9,0.48581829455626924,-0.06687191409715021
1e-07,9e-08,4,8,0.0,0.4856328698730641,-0.015553265163037455
2.5e-06,5e-07,8,3,0.9,0.4840464577085699,-0.09927604127016759
1e-07,1e-06,2,7,0.0,0.4831755957718757,0.3463696827407401
1.6e-06,9e-08,8,1,0.9,0.4824825169432444,-0.06845612121911576
3e-06,9e-08,2,5,0.9,0.4818761735538025,-0.05802548426184162
1.6e-06,9e-08,4,7,0.0,0.48177333465366523,0.021610181589613142
1.6e-06,6e-08,8,2,0.3,0.48162185000511154,0.07153721374586741
1e-07,6e-08,8,6,0.0,0.48139100834727155,-0.0009925679490321304
1e-07,1e-06,4,8,0.0,0.481368911247965,0.018513713716335256
1.6e-06,9e-08,8,2,0.9,0.48058124037266736,-0.0740579704189378
2e-07,1e-06,2,8,0.0,0.4805634835128976,0.061715199691853795
8e-07,4e-08,2,6,0.3,0.48045796599765855,0.15458418386328837
8e-07,3e-08,2,6,0.3,0.48045796599765855,0.15458418386328837
1.6e-06,4e-08,4,6,0.0,0.4799282464969579,-0.030925291392364385
1.6e-06,3e-08,4,6,0.0,0.4799282464969579,-0.030925291392364385
2e-07,1e-06,1,7,0.0,0.47868976921637313,0.4533465156058517
1.6e-06,3e-08,8,4,0.3,0.4786428859932069,0.019056768865501228
1.6e-06,4e-08,8,4,0.3,0.4786428859932069,0.019056768865501228
2e-07,4e-08,8,5,0.3,0.47860876086203846,0.02738057608320743
2e-07,3e-08,8,5,0.3,0.47860876086203846,0.02738057608320743
4e-07,4e-08,8,5,0.9,0.4785166429479174,-0.029635271394620577
4e-07,3e-08,8,5,0.9,0.4785166429479174,-0.029635271394620577
8e-07,4e-08,4,5,0.3,0.4784446559044338,0.01698838881344522
8e-07,3e-08,4,5,0.3,0.4784446559044338,0.01698838881344522
2e-07,1e-06,1,8,0.0,0.4782613718793914,0.5450506593122327
1.6e-06,9e-08,2,9,0.3,0.4781287492964511,0.03435564058695917
2e-07,6e-08,1,8,0.0,0.4781218163472614,-0.00838278632098477
2e-07,5e-07,2,8,0.0,0.47771133803384674,-0.020068250570380974
3e-06,4e-08,2,9,0.3,0.47747445584452886,-0.06845822256274997
3e-06,3e-08,2,9,0.3,0.47747445584452886,-0.06845822256274997
1.6e-06,4e-08,4,0,0.6,0.47726666297965137,0.15046176128609023
1.6e-06,3e-08,4,0,0.6,0.47726666297965137,0.15046176128609023
1.6e-06,9e-08,8,0,0.6,0.47717918730986986,-0.01786191470731155
8e-07,3e-08,8,4,0.3,0.47696033865454135,0.011915152731322709
8e-07,4e-08,8,4,0.3,0.47696033865454135,0.011915152731322709
3e-06,6e-08,4,1,0.9,0.47692346574877503,-0.07770691910961192
4e-07,9e-08,1,5,0.6,0.47682911115638305,-0.012522568958301228
3e-06,6e-08,4,5,0.6,0.47680687972841695,0.013084659383420572
1.6e-06,6e-08,2,7,0.3,0.47630926358478,0.040856783682365116
2e-07,9e-08,2,0,0.3,0.47619961808411204,-0.0022714184167892393
8e-07,9e-08,4,5,0.3,0.47522362725153355,0.029831277761676156
8e-07,3e-08,8,2,0.9,0.47520643554408454,0.023177586206896528
8e-07,4e-08,8,2,0.9,0.47520643554408454,0.023177586206896528
4e-07,9e-08,1,6,0.3,0.4751595142126959,0.014630304770495095
8e-07,6e-08,4,0,0.3,0.47485834117159154,0.00562130945733097
3e-06,3e-08,4,4,0.6,0.4744109754789555,0.20778973065701856
3e-06,4e-08,4,4,0.6,0.4744109754789555,0.20778973065701856
2e-07,1e-06,8,8,0.0,0.47410825963643066,-0.024519357668210784
2e-07,1e-06,4,7,0.0,0.4740871167003218,-0.019683094303635462
2e-07,6e-08,4,7,0.0,0.47349705457999614,0.002878165062690674
1e-07,1e-06,4,9,0.0,0.4733143583942758,0.029746395553161165
1.6e-06,6e-08,2,9,0.3,0.4732794254208586,0.05009077582770971
4e-07,9e-08,1,4,0.3,0.4731649239004848,-0.19347553181049743
2e-07,2e-07,1,9,0.0,0.47314686053893007,-0.03140547635239366
4e-07,9e-08,8,7,0.0,0.4729218531810074,0.009995328983472662
1e-07,9e-08,4,6,0.0,0.4728755361305083,-0.00020382415939956822
4e-07,4e-08,8,8,0.0,0.4727738351579688,0.21816308360036907
4e-07,3e-08,8,8,0.0,0.4727738351579688,0.21816308360036907
4e-07,3e-08,2,6,0.3,0.4725542513671172,0.21605008609471524
4e-07,4e-08,2,6,0.3,0.4725542513671172,0.21605008609471524
4e-07,6e-08,4,5,0.3,0.4710981035301921,0.056181262277495425
1e-07,9e-08,8,7,0.0,0.4707676791839943,-0.007682225949128152
1.6e-06,1e-06,4,0,0.6,0.4703125301532429,0.005579190693194111
2e-07,4e-08,8,2,0.3,0.47001791798563775,0.03757661851657945
2e-07,3e-08,8,2,0.3,0.47001791798563775,0.03757661851657945
2e-07,9e-08,8,7,0.0,0.46995947545997147,-0.0032936806731442836
8e-07,4e-08,4,9,0.3,0.4694165043059574,0.35184277095307653
8e-07,3e-08,4,9,0.3,0.4694165043059574,0.35184277095307653
3e-06,6e-08,2,7,0.0,0.4690356401315913,0.024660064046603813
3e-06,6e-08,1,6,0.3,0.4689015401169024,0.08744014480956475
1e-07,6e-08,2,4,0.3,0.46888543541489536,0.01965148974233366
8e-07,6e-08,8,9,0.0,0.46864008143578506,0.015177344629614176
1e-07,6e-08,1,2,0.3,0.46814328221305324,-0.03126530206441003
8e-07,9e-08,1,8,0.3,0.4680460187466721,0.043975542334401596
2e-07,1e-06,1,9,0.0,0.4679902308006037,0.47473036657112155
3e-06,3e-08,1,6,0.3,0.46782299585199016,-0.332955395681597
3e-06,4e-08,1,6,0.3,0.46782299585199016,-0.332955395681597
1e-07,4e-08,1,5,0.3,0.46674857572273326,-0.020724453748214633
1e-07,3e-08,1,5,0.3,0.46674857572273326,-0.020724453748214633
1e-07,9e-08,8,8,0.0,0.46612520355721665,-0.01534813835801263
1.6e-06,6e-08,4,8,0.0,0.4660988719539116,0.018749470014214453
4e-07,9e-08,2,5,0.3,0.4658678498226284,-0.09814262592485423
3e-06,4e-08,4,4,0.3,0.46563827057734947,0.01486914189483901
3e-06,3e-08,4,4,0.3,0.46563827057734947,0.01486914189483901
2e-07,1e-06,2,7,0.0,0.46560829536616205,-0.008380274575199076
2e-07,2e-07,1,8,0.0,0.4655484417633981,-0.018270371442545508
8e-07,9e-08,8,9,0.0,0.465197355655674,0.006230856906457749
1e-07,1e-06,4,7,0.0,0.46503713101307975,-0.011915553084882236
2e-07,1e-06,1,6,0.0,0.46499700531583843,0.02057805129336432
1e-07,1e-06,8,0,0.6,0.4648279921536581,-0.010456367892660245
1e-07,1e-06,8,7,0.0,0.46478823361517135,-0.021914497183331605
2e-07,1e-06,4,9,0.0,0.4647456518853879,-0.024810596409842844
2e-07,1e-06,2,9,0.0,0.46457695314221725,0.10161718945494158
3e-06,9e-08,4,2,0.3,0.46430569327445703,0.07349959463004158
1e-07,1e-06,8,6,0.0,0.46396673722640125,-0.02230190022583356
3e-06,9e-08,4,4,0.9,0.46390841094635976,-0.0937820649634612
4e-07,4e-08,2,0,0.3,0.46382815027118446,0.008224771961346744
4e-07,3e-08,2,0,0.3,0.46382815027118446,0.008224771961346744
1.6e-06,4e-08,4,4,0.9,0.46360013545666606,0.05571195611127283
1.6e-06,3e-08,4,4,0.9,0.46360013545666606,0.05571195611127283
2e-07,5e-07,4,7,0.0,0.4635671119012179,-0.0214643855864316
8e-07,6e-08,2,6,0.3,0.4635442767979308,0.050778258650091
4e-07,6e-08,2,2,0.3,0.4634528781546178,0.042528607569956356
1e-07,9e-08,1,2,0.6,0.46339669585019455,-0.053564412187806415
2e-07,1e-06,8,7,0.0,0.4633263267011503,-0.022736935625001897
1.6e-06,6e-08,2,1,0.3,0.4633213108358002,0.020080609936347638
4e-07,5e-07,1,8,0.0,0.4632714986572986,-0.012169224514104182
1e-07,4e-08,1,6,0.0,0.4630830254217013,0.1281223612909987
1e-07,3e-08,1,6,0.0,0.4630830254217013,0.1281223612909987
1e-07,1e-06,1,5,0.6,0.4629808957478934,-0.2930765103131983
2e-07,4e-08,2,1,0.3,0.4628860436913441,-0.014071570391641863
2e-07,3e-08,2,1,0.3,0.4628860436913441,-0.014071570391641863
8e-07,4e-08,4,5,0.9,0.4628425941600283,0.023165517241377276
8e-07,3e-08,4,5,0.9,0.4628425941600283,0.023165517241377276
8e-07,4e-08,1,7,0.3,0.46277163079775396,0.025760965115981582
8e-07,3e-08,1,7,0.3,0.46277163079775396,0.025760965115981582
3e-06,6e-08,4,0,0.6,0.46264673200358014,-0.025154884893081042
3e-06,6e-08,2,2,0.3,0.4624313213822876,0.045560463058242684
3e-06,5e-07,8,7,0.0,0.46231380535095024,0.003401800314471237
8e-07,4e-08,1,9,0.3,0.46204353537933507,0.02269837270926134
8e-07,3e-08,1,9,0.3,0.46204353537933507,0.02269837270926134
1.6e-06,1e-06,2,0,0.6,0.46178141832066366,0.004469288594837154
4e-07,3e-08,4,4,0.3,0.46156522552984985,0.017686279611653588
4e-07,4e-08,4,4,0.3,0.46156522552984985,0.017686279611653588
2e-07,1e-06,2,6,0.0,0.4614640128760266,-0.0037137389129311416
8e-07,3e-08,2,9,0.3,0.4613228124514239,0.012792105008850141
8e-07,4e-08,2,9,0.3,0.4613228124514239,0.012792105008850141
2e-07,9e-08,8,6,0.0,0.46121866266432854,0.004546244970263125
1e-07,1e-06,8,9,0.0,0.4611138422359569,-0.026845929413933267
3e-06,6e-08,1,9,0.3,0.4610219965312414,0.07940793268377222
3e-06,9e-08,8,4,0.6,0.4607256970234035,-0.05670777408998842
1e-07,4e-08,1,2,0.3,0.4605015047983557,-0.13225362506527139
1e-07,3e-08,1,2,0.3,0.4605015047983557,-0.13225362506527139
2e-07,1e-06,4,6,0.0,0.46047589384272464,-0.01480812270134646
1.6e-06,4e-08,2,6,0.3,0.4604343359725613,-0.17883066468915482
1.6e-06,3e-08,2,6,0.3,0.4604343359725613,-0.17883066468915482
1.6e-06,1e-06,8,4,0.3,0.46033542771212355,-0.5845359060207701
4e-07,4e-08,8,6,0.0,0.4602309755895829,0.0384008091576879
4e-07,3e-08,8,6,0.0,0.4602309755895829,0.0384008091576879
4e-07,6e-08,2,9,0.3,0.4600491682028145,0.0514510586665019
1e-07,5e-07,8,8,0.0,0.4599304116237894,-0.029497832640281718
3e-06,6e-08,8,2,0.6,0.4599040739290773,0.00913367752336297
8e-07,6e-08,1,9,0.3,0.4598612521835621,0.06375491586734783
1.6e-06,6e-08,4,0,0.9,0.45976399373302296,-0.06764433082711069
1.6e-06,1e-06,1,0,0.6,0.45928398300246087,0.000511737490635808
1e-07,1e-06,4,6,0.0,0.4591662296139682,-0.008848179591513072
3e-06,5e-07,8,9,0.0,0.4588466955500324,-0.0024233513860183464
4e-07,5e-07,2,8,0.0,0.45868502590828947,-0.01526208072988866
2e-07,5e-07,8,8,0.0,0.4584623862079642,-0.027224909778635786
1e-07,1e-06,1,6,0.0,0.45812182560242964,0.06825888425198812
3e-06,4e-08,2,0,0.6,0.4579444039546354,0.21021782904692288
3e-06,3e-08,2,0,0.6,0.4579444039546354,0.21021782904692288
8e-07,6e-08,8,5,0.3,0.45788818978198426,0.07592925152901042
1.6e-06,6e-08,4,1,0.3,0.457728635282508,0.06368418242492724
1e-07,9e-08,2,9,0.0,0.45725906173278935,-0.009465486107468002
1.6e-06,6e-08,4,6,0.0,0.4571458151705997,0.027812866175007223
3e-06,3e-08,8,4,0.3,0.45706929741132896,0.03272934623253032
3e-06,4e-08,8,4,0.3,0.45706929741132896,0.03272934623253032
8e-07,3e-08,8,4,0.9,0.4563408747334841,0.04924976270430853
8e-07,4e-08,8,4,0.9,0.4563408747334841,0.04924976270430853
2e-07,1e-06,8,9,0.0,0.45575377454326826,-0.02875794304940671
3e-06,4e-08,2,6,0.0,0.45546348067222187,0.12859287094388266
3e-06,3e-08,2,6,0.0,0.45546348067222187,0.12859287094388266
2e-07,5e-07,2,7,0.0,0.45531711172075956,-0.017164288593431
8e-07,9e-08,2,1,0.3,0.45521525639319566,-0.04073624432036149
4e-07,4e-08,1,9,0.3,0.4547377963065963,-0.14703911031203265
4e-07,3e-08,1,9,0.3,0.4547377963065963,-0.14703911031203265
8e-07,6e-08,2,1,0.3,0.45455456075197753,0.04883078847490396
2e-07,5e-07,4,8,0.0,0.4544076520342403,-0.024286211430181615
8e-07,6e-08,4,1,0.3,0.4543370411204191,0.07550957512512446
4e-07,5e-07,8,4,0.3,0.45427251472872304,-0.603519313749337
1.6e-06,3e-08,4,9,0.3,0.4539100322095123,0.12282348030188853
1.6e-06,4e-08,4,9,0.3,0.4539100322095123,0.12282348030188853
2e-07,9e-08,4,7,0.0,0.4537792883378482,-0.010058971993995192
2e-07,1e-06,8,6,0.0,0.4527982291092817,-0.020908033531859327
1.6e-06,2e-07,1,0,0.6,0.4525578174355166,-0.005025459448860153
4e-07,3e-08,1,6,0.3,0.4523502765388104,0.04845265069695892
4e-07,4e-08,1,6,0.3,0.4523502765388104,0.04845265069695892
4e-07,1e-06,8,7,0.0,0.45210601337768486,-0.01812408245830155
4e-07,5e-07,1,7,0.0,0.4520441545830759,-0.013752393591043854
2e-07,3e-08,8,4,0.3,0.4519237431890152,-0.007763490110244353
2e-07,4e-08,8,4,0.3,0.4519237431890152,-0.007763490110244353
2.5e-06,1e-06,8,3,0.9,0.45189480720447656,-0.07682756816691666
1.6e-06,3e-08,2,5,0.9,0.4517406070473967,-0.008813830603500106
1.6e-06,4e-08,2,5,0.9,0.4517406070473967,-0.008813830603500106
1e-07,9e-08,1,9,0.0,0.4516168797351595,-0.010201428193160722
2e-07,5e-07,4,6,0.0,0.4515335335962963,-0.02406787632655183
8e-07,6e-08,2,0,0.3,0.4510362065675391,0.005477918442415963
1.5e-06,3e-07,8,3,0.9,0.4509898146377104,-0.0871707195941856
1e-07,3e-08,2,2,0.3,0.45086771180833407,0.05119122452811309
1e-07,4e-08,2,2,0.3,0.45086771180833407,0.05119122452811309
1e-07,9e-08,1,8,0.0,0.4508505872905217,-0.015866482943807547
2e-07,4e-08,2,4,0.3,0.45081456535481534,-0.009561215456944439
2e-07,3e-08,2,4,0.3,0.45081456535481534,-0.009561215456944439
2e-07,9e-08,4,8,0.0,0.4506544046501485,-0.005190447527039899
1.6e-06,9e-08,2,5,0.3,0.4504676450538052,0.028934080367556403
4e-07,1e-06,4,7,0.0,0.450132193073652,-0.017041627037234997
3e-06,9e-08,4,2,0.9,0.45009212137606636,-0.07216318671346555
2e-07,5e-07,8,6,0.0,0.44957849920020826,-0.021276615105404018
3e-06,3e-08,2,4,0.9,0.4494019945268648,0.09666886792452839
3e-06,4e-08,2,4,0.9,0.4494019945268648,0.09666886792452839
2e-07,1e-06,4,8,0.0,0.449273306873739,-0.020424150575610645
1e-07,3e-08,2,7,0.0,0.44904998524607664,-0.029672901842569932
1e-07,4e-08,2,7,0.0,0.44904998524607664,-0.029672901842569932
4e-07,6e-08,8,8,0.0,0.4488253995813296,0.008692468942982479
3e-06,6e-08,2,8,0.0,0.4486692466696189,0.016938626783643107
1.6e-06,6e-08,1,7,0.3,0.4485393763785789,0.07067393888768225
1.6e-06,9e-08,4,8,0.0,0.4484907461994269,0.016376198243149287
2e-07,6e-08,1,9,0.0,0.44826163697611066,0.0002636182808772869
