w,l,nf,flavor,vd,mean_rel_error,vth_error,vth,ion,ioff,peak_gm
8e-07,9e-08,2,4,0.0,1.9999946568646632,0.33336872772896686,0.1396291384254443,3.280974e-07,1.1185590000000005e-07,6.750276666666668e-07
1.6e-06,9e-08,4,1,0.0,1.9999945585187708,0.49235811884126285,0.019927489687973168,6.9110896e-07,1.0887520000000006e-07,1.0236462000000001e-06
4e-07,3e-08,4,4,0.0,1.9999941521601234,0.1504284931699968,0.3,4.5264510000000003e-07,1.1225880000000005e-07,
4e-07,4e-08,4,4,0.0,1.9999941521601234,0.1504284931699968,0.3,4.5264510000000003e-07,1.1225880000000005e-07,
3e-06,6e-08,2,1,0.0,1.9999940584093605,0.49506111718997353,0.017529123145111077,7.1968136e-07,1.0884640000000007e-07,1.026149933333333e-06
4e-07,9e-08,4,0,0.0,1.9999939625718048,0.18293674527803316,0.3241177255242621,2.964447e-07,1.029617e-07,6.865973333333334e-07
4e-07,6e-08,4,0,0.0,1.9999936970130008,0.3184931665167746,0.15806615034282537,3.781307e-07,1.024247e-07,6.429736666666666e-07
1.6e-06,4e-08,2,2,0.0,1.9999932310470778,0.3006086847307511,0.1819035570948538,6.115052e-07,1.103076000000001e-07,
1.6e-06,3e-08,2,2,0.0,1.9999932310470778,0.3006086847307511,0.1819035570948538,6.115052e-07,1.103076000000001e-07,
8e-07,3e-08,2,4,0.0,1.9999930815084292,0.15056319680344804,0.3,4.427428e-07,1.1206310000000005e-07,
8e-07,4e-08,2,4,0.0,1.9999930815084292,0.15056319680344804,0.3,4.427428e-07,1.1206310000000005e-07,
1.6e-06,6e-08,2,2,0.0,1.999993063327453,0.4869083450367986,0.00593768788291463,5.794407000000001e-07,1.1048470000000002e-07,8.492003333333333e-07
1.6e-06,3e-08,2,5,0.0,1.999993028058909,0.19029744390269931,0.2922147979229056,5.428188e-07,1.0829000000000005e-07,
1.6e-06,4e-08,2,5,0.0,1.999993028058909,0.19029744390269931,0.2922147979229056,5.428188e-07,1.0829000000000005e-07,
1.6e-06,6e-08,2,5,0.0,1.999993014206578,0.48831246664870254,0.004533566271010676,5.15998e-07,1.0926980000000001e-07,7.577943333333334e-07
1.6e-06,9e-08,2,2,0.0,1.9999926179233811,0.46561407772213065,0.036545016388175026,4.998974e-07,1.112385e-07,9.90533333333333e-07
1.6e-06,6e-08,1,4,0.0,1.9999924589284546,0.27102515419420165,0.17193074204946995,4.047202e-07,1.1179220000000001e-07,6.783676666666667e-07
1.6e-06,9e-08,2,5,0.0,1.9999923975239802,0.4779467866329681,0.02421230747733762,4.279873e-07,1.093310000000001e-07,8.188613333333331e-07
1.6e-06,3e-08,8,1,0.0,1.9999923246616798,0.5143107392371622,0.0020361770642247545,9.203517e-07,1.0911780000000005e-07,
1.6e-06,4e-08,8,1,0.0,1.9999923246616798,0.5143107392371622,0.0020361770642247545,9.203517e-07,1.0911780000000005e-07,
1.6e-06,3e-08,1,4,0.0,1.999992264494289,0.15720689976500923,0.3,4.350029e-07,1.1226070000000005e-07,
1.6e-06,4e-08,1,4,0.0,1.999992264494289,0.15720689976500923,0.3,4.350029e-07,1.1226070000000005e-07,
3e-06,9e-08,2,1,0.0,1.999992150880015,0.4886999035140842,0.02189127084594212,6.807984100000001e-07,1.091318e-07,1.0276467000000001e-06
4e-07,3e-08,4,0,0.0,1.999992141476008,0.14546204133650925,0.3,4.185741e-07,1.0264050000000005e-07,
4e-07,4e-08,4,0,0.0,1.999992141476008,0.14546204133650925,0.3,4.185741e-07,1.0264050000000005e-07,
3e-06,3e-08,1,2,0.0,1.99999208865442,0.3926257081801867,0.08114719559647082,5.779749e-07,1.1041640000000005e-07,
3e-06,4e-08,1,2,0.0,1.99999208865442,0.3926257081801867,0.08114719559647082,5.779749e-07,1.1041640000000005e-07,
3e-06,3e-08,1,5,0.0,1.9999920046714759,0.3844777013627201,0.08929520241393749,5.331048000000001e-07,1.0794620000000004e-07,
3e-06,4e-08,1,5,0.0,1.9999920046714759,0.3844777013627201,0.08929520241393749,5.331048000000001e-07,1.0794620000000004e-07,
8e-07,9e-08,2,0,0.0,1.999991686370864,-0.029625351113649168,0.5300029019767681,2.862298e-07,1.0298710000000001e-07,7.066533333333334e-07
3e-06,6e-08,1,2,0.0,1.9999916657658336,0.4717800698721413,0.014517489133771379,5.555616000000001e-07,1.1070470000000009e-07,8.867433333333335e-07
4e-07,9e-08,8,4,0.0,1.9999914949752111,0.28743337362992605,0.2023069725164577,5.839617e-07,1.1204530000000005e-07,8.463025e-07
8e-07,6e-08,2,0,0.0,1.9999914408616484,0.39870497450164605,0.06072007007981656,3.687543e-07,1.0326110000000009e-07,7.119796666666667e-07
3e-06,6e-08,1,5,0.0,1.9999912994203175,0.48215491929951704,0.004142639706395658,4.966767e-07,1.083411e-07,7.454136666666667e-07
1.6e-06,9e-08,1,4,0.0,1.9999910046342388,0.3185537228611656,0.1347241397153957,3.1939560000000004e-07,1.1114870000000005e-07,6.602600000000003e-07
3e-06,9e-08,1,2,0.0,1.9999908582331978,0.4463247317905295,0.05221043067986988,4.701134e-07,1.1095090000000009e-07,9.844130000000002e-07
3e-06,9e-08,1,5,0.0,1.9999906735585677,0.42969991160687904,0.0688352508635203,4.153846e-07,1.0875350000000001e-07,8.902790000000002e-07
1.6e-06,6e-08,8,1,0.0,1.9999905613054216,0.5040248036419637,0.009318303758410735,8.893682000000001e-07,1.089849e-07,1.3155056666666668e-06
3e-06,4e-08,4,1,0.0,1.9999899021882075,0.5122380985614047,0.0021929475107739923,8.808181e-07,1.0930370000000005e-07,
3e-06,3e-08,4,1,0.0,1.9999899021882075,0.5122380985614047,0.0021929475107739923,8.808181e-07,1.0930370000000005e-07,
8e-07,9e-08,8,2,0.0,1.999989569862357,0.49671733153487335,0.006790453907015221,7.087751e-07,1.11672e-07,1.0124079999999996e-06
8e-07,9e-08,8,5,0.0,1.9999894168775534,0.4960187174617876,0.007489067980100962,6.271386e-07,1.0866580000000004e-07,8.787885e-07
8e-07,3e-08,2,0,0.0,1.9999893403168156,0.12788527932118438,0.3,4.1978920000000004e-07,1.030227e-07,
8e-07,4e-08,2,0,0.0,1.9999893403168156,0.12788527932118438,0.3,4.1978920000000004e-07,1.030227e-07,
8e-07,6e-08,8,2,0.0,1.9999890650923753,0.4445265479553494,0.04907389306981841,7.77440175e-07,1.1109610000000002e-07,1.1415562916666666e-06
1.6e-06,9e-08,8,1,0.0,1.9999888451923598,0.5001876617099037,0.012095828295455732,8.480922300000001e-07,1.085921000000001e-07,1.2440687166666665e-06
8e-07,6e-08,8,5,0.0,1.9999887155211296,0.40332830776946504,0.09027213325570274,6.9040666e-07,1.0939220000000005e-07,1.0012765999999999e-06
8e-07,3e-08,8,2,0.0,1.9999883793221969,0.2568508223971148,0.2372103810228438,8.0728655e-07,1.1075680000000009e-07,
8e-07,4e-08,8,2,0.0,1.9999883793221969,0.2568508223971148,0.2372103810228438,8.0728655e-07,1.1075680000000009e-07,
1.6e-06,9e-08,1,0,0.0,1.999988302525851,-0.07604590900453173,0.5601636103776555,2.740810000000001e-07,1.0379270000000008e-07,7.178480000000003e-07
8e-07,9e-08,4,4,0.0,1.9999880857300083,0.32589746325057456,0.14709986161449787,5.800649e-07,1.120787e-07,8.179144999999999e-07
1.6e-06,6e-08,1,0,0.0,1.9999879785847008,0.3929189088468171,0.053349055366046366,3.759947e-07,1.039153e-07,7.174143333333333e-07
8e-07,4e-08,8,5,0.0,1.999987951505447,0.22265170830256864,0.27140949511739,6.9769974e-07,1.0941970000000009e-07,
8e-07,3e-08,8,5,0.0,1.999987951505447,0.22265170830256864,0.27140949511739,6.9769974e-07,1.0941970000000009e-07,
3e-06,6e-08,4,1,0.0,1.999987593610105,0.5037893339408563,0.008799046828384005,8.6354348e-07,1.087171e-07,1.2732299666666666e-06
1e-07,4e-08,4,5,0.0,1.9999875763036692,-0.4346882506777973,0.9,1.674700000000043e-09,1.1017890000000004e-07,
1e-07,3e-08,4,5,0.0,1.9999875763036692,-0.4346882506777973,0.9,1.674700000000043e-09,1.1017890000000004e-07,
4e-07,9e-08,8,0,0.0,1.9999869510776949,0.45187267707672096,0.05518099537264334,5.405318e-07,1.0292480000000009e-07,7.965396666666666e-07
1.6e-06,3e-08,1,0,0.0,1.999986438357619,0.11730647750474921,0.3,4.190282e-07,1.032718000000001e-07,
1.6e-06,4e-08,1,0,0.0,1.999986438357619,0.11730647750474921,0.3,4.190282e-07,1.032718000000001e-07,
8e-07,3e-08,4,4,0.0,1.9999861598407933,0.2004626604748404,0.25009960880099463,6.9725553e-07,1.118158000000001e-07,
8e-07,4e-08,4,4,0.0,1.9999861598407933,0.2004626604748404,0.25009960880099463,6.9725553e-07,1.118158000000001e-07,
1e-07,4e-08,4,2,0.0,1.9999859945365261,-0.4346882506777973,0.9,7.824900000000066e-09,1.0956590000000005e-07,
1e-07,3e-08,4,2,0.0,1.9999859945365261,-0.4346882506777973,0.9,7.824900000000066e-09,1.0956590000000005e-07,
8e-07,6e-08,4,4,0.0,1.9999855533223534,0.23777057958811032,0.21810058680874056,6.517801000000001e-07,1.1222570000000001e-07,9.788403333333334e-07
4e-07,6e-08,8,0,0.0,1.9999852421207338,0.3037153404023819,0.1728427354379234,6.141929000000001e-07,1.0281650000000005e-07,9.005958333333333e-07
1.6e-06,6e-08,4,2,0.0,1.9999851080901836,0.4650851571797366,0.027759169665458605,7.7403059146e-07,1.111645000000001e-07,1.1332086524333332e-06
1.6e-06,6e-08,4,5,0.0,1.9999846232932483,0.42203059746554394,0.07081372937965125,6.7590469e-07,1.0883330000000001e-07,9.746104833333333e-07
1.6e-06,9e-08,4,5,0.0,1.9999845571387804,0.4901923472234159,0.01196574513046216,6.1504e-07,1.0901220000000005e-07,8.548698333333333e-07
1.6e-06,9e-08,4,2,0.0,1.9999845222485568,0.49345495609588985,0.00870313625798827,7.2284441e-07,1.112317e-07,1.0349275166666667e-06
4e-07,6e-08,8,4,0.0,1.9999838999005652,0.21534365905120872,0.24522845389730252,6.53755e-07,1.122684e-07,1.0218379999999999e-06
3e-06,9e-08,4,1,0.0,1.999983801112665,0.49909020935335224,0.011498632168413507,8.4561991e-07,1.0932770000000009e-07,1.2395746833333332e-06
1.6e-06,3e-08,4,2,0.0,1.9999833965911404,0.19109893540042705,0.29141163483370114,8.0501892e-07,1.1028e-07,
1.6e-06,4e-08,4,2,0.0,1.9999833965911404,0.19109893540042705,0.29141163483370114,8.0501892e-07,1.1028e-07,
1.6e-06,4e-08,4,5,0.0,1.9999833314886302,0.2435311384443541,0.2389794317897741,6.9733149e-07,1.0905810000000001e-07,
1.6e-06,3e-08,4,5,0.0,1.9999833314886302,0.2435311384443541,0.2389794317897741,6.9733149e-07,1.0905810000000001e-07,
8e-07,9e-08,4,0,0.0,1.9999828461411724,0.4879701879828371,0.012406256389052885,5.416773000000001e-07,1.0294890000000005e-07,8.787473333333334e-07
3e-06,6e-08,2,2,0.0,1.9999827573081497,0.48117643428860696,0.005119436732442871,7.5268724e-07,1.1208400000000005e-07,1.0870474e-06
1.6e-06,4e-08,2,4,0.0,1.999982479869112,0.15720646147910217,0.3,6.7800725e-07,1.122752e-07,
1.6e-06,3e-08,2,4,0.0,1.999982479869112,0.15720646147910217,0.3,6.7800725e-07,1.122752e-07,
1e-07,3e-08,4,4,0.0,1.9999817026783955,-0.15751669639049648,0.6,4.154300000000008e-08,1.1157160000000005e-07,
1e-07,4e-08,4,4,0.0,1.9999817026783955,-0.15751669639049648,0.6,4.154300000000008e-08,1.1157160000000005e-07,
3e-06,9e-08,2,2,0.0,1.9999816999250146,0.48056577625730756,0.01796662866604035,6.975047e-07,1.1224590000000005e-07,9.841648333333331e-07
3e-06,3e-08,2,2,0.0,1.9999815599596915,0.2789589980571372,0.19481296401046533,7.77138628e-07,1.107759e-07,
3e-06,4e-08,2,2,0.0,1.9999815599596915,0.2789589980571372,0.19481296401046533,7.77138628e-07,1.107759e-07,
3e-06,4e-08,2,5,0.0,1.9999815594744046,0.23472822458290815,0.23904373748469437,6.819244200000001e-07,1.0808420000000005e-07,
3e-06,3e-08,2,5,0.0,1.9999815594744046,0.23472822458290815,0.23904373748469437,6.819244200000001e-07,1.0808420000000005e-07,
3e-06,6e-08,2,5,0.0,1.9999812587025456,0.44694680412697285,0.03934906689407697,6.571401e-07,1.0755260000000005e-07,9.411906666666666e-07
4e-07,3e-08,1,5,0.0,1.999981148091849,-0.4,0.9,6.255000000000074e-10,1.099148e-07,
4e-07,4e-08,1,5,0.0,1.999981148091849,-0.4,0.9,6.255000000000074e-10,1.099148e-07,
8e-07,6e-08,4,0,0.0,1.9999809011732996,0.35482388820965405,0.1045996767212454,6.064477000000001e-07,1.0288600000000005e-07,8.703056666666668e-07
3e-06,9e-08,2,5,0.0,1.999980817015999,0.48452789978194416,0.01400450514140376,5.826389e-07,1.0795570000000001e-07,8.009303333333331e-07
4e-07,4e-08,1,2,0.0,1.999980715617312,-0.4,0.9,5.5060999999999895e-09,1.101710000000001e-07,
4e-07,3e-08,1,2,0.0,1.999980715617312,-0.4,0.9,5.5060999999999895e-09,1.101710000000001e-07,
1.6e-06,9e-08,2,4,0.0,1.999979855629211,0.3037313929590846,0.14954507229046626,5.766812e-07,1.119069e-07,8.129529999999999e-07
2e-07,6e-08,2,0,0.0,1.99997983181699,-0.4006687690163898,0.8874334110564172,2.1786999999999797e-09,1.0186100000000001e-07,-1.0916333333333475e-08
1e-07,9e-08,4,0,0.0,1.9999791927990453,-0.36192750144196195,0.885669587750951,3.6767999999999756e-09,1.028594e-07,-2.118900000000002e-08
2e-07,6e-08,2,4,0.0,1.9999789079436805,-0.4024085153202144,0.8831871897837528,6.534299999999974e-09,1.1234600000000008e-07,-3.3229000000000304e-08
1e-07,6e-08,4,0,0.0,1.999978357095161,-0.33331532452790036,0.8398522098233905,2.38324e-08,1.0268130000000005e-07,-2.286833333333359e-08
1e-07,6e-08,2,9,0.9,1.9999782559315284,-0.37791079621234774,0.8689039088169561,3.8241000000000127e-10,3.387003e-08,9.887666666666676e-10
1.6e-06,6e-08,2,4,0.0,1.9999781872058744,0.22475951099852134,0.21819546484113037,6.464767e-07,1.1160190000000004e-07,9.70485e-07
3e-06,3e-08,8,1,0.0,1.9999771740414785,0.41859504055928765,0.09583310597424846,1.0039972e-06,1.086971e-07,
3e-06,4e-08,8,1,0.0,1.9999771740414785,0.41859504055928765,0.09583310597424846,1.0039972e-06,1.086971e-07,
3e-06,6e-08,1,4,0.0,1.9999761716277649,0.23435353949779156,0.20662159783088477,6.170367e-07,1.118257e-07,9.080975000000001e-07
1.6e-06,9e-08,2,0,0.0,1.9999761259629716,0.4650543044901922,0.019060709739809688,5.28751e-07,1.0377469999999998e-07,9.129946666666667e-07
1e-07,3e-08,1,5,0.0,1.9999757020428188,-0.3861032290806131,0.8514152718962169,8.591659999999999e-08,1.1093450000000009e-07,
1e-07,4e-08,1,5,0.0,1.9999757020428188,-0.3861032290806131,0.8514152718962169,8.591659999999999e-08,1.1093450000000009e-07,
1e-07,4e-08,1,2,0.0,1.9999751692821834,-0.43468795718439623,0.9,8.480820000000001e-08,1.0955340000000002e-07,
1e-07,3e-08,1,2,0.0,1.9999751692821834,-0.43468795718439623,0.9,8.480820000000001e-08,1.0955340000000002e-07,
1e-07,6e-08,4,4,0.0,1.9999749987713888,-0.4059131998515041,0.862830634891759,1.7844800000000054e-08,1.1237600000000005e-07,-4.0336333333333486e-08
3e-06,9e-08,1,4,0.0,1.9999749880724482,0.3030513520699971,0.1433004083834909,5.614912e-07,1.117157000000001e-07,7.854581666666666e-07
1.6e-06,6e-08,2,0,0.0,1.9999731773889402,0.34489164086489604,0.10137495263562518,6.115599e-07,1.0342000000000009e-07,8.776894999999999e-07
3e-06,6e-08,8,1,0.0,1.9999730875148312,0.5106889287945133,0.0018959888880049054,9.696597e-07,1.0892160000000005e-07,1.4630451666666665e-06
1e-07,6e-08,1,9,0.9,1.9999725940848785,-0.36615582546883024,0.8571490920451463,3.9949000000000634e-10,1.6208539999999995e-08,1.661666666667183e-10
3e-06,9e-08,1,0,0.0,1.9999725079384554,0.45611443021665904,0.020908276893801543,5.052642999999999e-07,1.0446650000000004e-07,9.099713333333328e-07
4e-07,6e-08,1,0,0.0,1.999971339316203,-0.40657259448313343,0.8831327765142104,9.760999999999976e-09,1.0295950000000008e-07,-1.6329000000000377e-08
1e-07,4e-08,1,1,0.0,1.999971148521243,-0.39155378165657584,0.9,8.24311e-08,1.0435480000000005e-07,
1e-07,3e-08,1,1,0.0,1.999971148521243,-0.39155378165657584,0.9,8.24311e-08,1.0435480000000005e-07,
2e-07,3e-08,2,0,0.0,1.9999710204184045,-0.09999999999999998,0.6,2.0143600000000003e-08,1.0288790000000005e-07,
2e-07,4e-08,2,0,0.0,1.9999710204184045,-0.09999999999999998,0.6,2.0143600000000003e-08,1.0288790000000005e-07,
1e-07,4e-08,1,4,0.0,1.9999707198749204,-0.4534268889951677,0.8959100258184911,7.965040000000002e-08,1.1164770000000004e-07,
1e-07,3e-08,1,4,0.0,1.9999707198749204,-0.4534268889951677,0.8959100258184911,7.965040000000002e-08,1.1164770000000004e-07,
3e-06,6e-08,1,0,0.0,1.9999704976203336,0.36252414194423954,0.07658489444519131,5.825884e-07,1.0419750000000004e-07,8.233946666666665e-07
1e-07,4e-08,2,9,0.9,1.9999704712237807,-0.4602444406161493,0.8817065900824662,5.682400000000059e-10,4.5152490000000004e-08,
1e-07,3e-08,2,9,0.9,1.9999704712237807,-0.4602444406161493,0.8817065900824662,5.682400000000059e-10,4.5152490000000004e-08,
8e-07,4e-08,4,0,0.0,1.999968971809829,0.12788425982371182,0.3,6.490967000000001e-07,1.032774e-07,
8e-07,3e-08,4,0,0.0,1.999968971809829,0.12788425982371182,0.3,6.490967000000001e-07,1.032774e-07,
2e-07,3e-08,2,4,0.0,1.9999686549189588,-0.3070788180631367,0.7689493394831165,2.4020700000000024e-08,1.1233160000000005e-07,
2e-07,4e-08,2,4,0.0,1.9999686549189588,-0.3070788180631367,0.7689493394831165,2.4020700000000024e-08,1.1233160000000005e-07,
4e-07,6e-08,1,4,0.0,1.9999683832178277,-0.4182761605633982,0.8788487680809878,1.2295700000000045e-08,1.1254500000000009e-07,-3.3352000000000384e-08
4e-07,3e-08,1,4,0.0,1.9999676259392904,-0.39001232315783607,0.8404414835513767,2.6940500000000072e-08,1.1249520000000005e-07,
4e-07,4e-08,1,4,0.0,1.9999676259392904,-0.39001232315783607,0.8404414835513767,2.6940500000000072e-08,1.1249520000000005e-07,
1.6e-06,9e-08,8,5,0.0,1.999966544136438,0.5020322863088406,0.00012347833152835075,7.5533432e-07,1.092787e-07,1.1017708666666666e-06
1.6e-06,9e-08,8,2,0.0,1.9999665421135258,0.5013251498126431,0.0008306148277258248,8.773873e-07,1.1101910000000005e-07,1.305202e-06
1e-07,3e-08,4,8,0.9,1.9999659259710154,-0.12069930914466898,0.5915470261274347,4.078000000000283e-11,1.0229105e-07,
1e-07,4e-08,4,8,0.9,1.9999659259710154,-0.12069930914466898,0.5915470261274347,4.078000000000283e-11,1.0229105e-07,
3e-06,3e-08,1,4,0.0,1.999965764292887,0.15036002217411903,0.3,6.395335000000001e-07,1.1123270000000002e-07,
3e-06,4e-08,1,4,0.0,1.999965764292887,0.15036002217411903,0.3,6.395335000000001e-07,1.1123270000000002e-07,
2e-07,4e-08,1,8,0.9,1.9999657004988198,-0.35870416070437017,0.8596894488754547,4.434299999999975e-10,5.131022e-08,
2e-07,3e-08,1,8,0.9,1.9999657004988198,-0.35870416070437017,0.8596894488754547,4.434299999999975e-10,5.131022e-08,
1e-07,3e-08,1,8,0.9,1.999965487791347,-0.4165159910635156,0.8873636984406573,3.7647000000000046e-10,2.586484e-08,
1e-07,4e-08,1,8,0.9,1.999965487791347,-0.4165159910635156,0.8873636984406573,3.7647000000000046e-10,2.586484e-08,
3e-06,9e-08,8,1,0.0,1.9999654018189164,0.5062452869808053,0.00433857685615057,9.451444e-07,1.094338000000001e-07,1.4162503333333331e-06
1.6e-06,6e-08,8,2,0.0,1.9999651032769352,0.3710366768054586,0.12180404509283818,9.136463e-07,1.1107940000000001e-07,1.3888834999999998e-06
1e-07,6e-08,1,2,0.0,1.9999646606114956,-0.3547541132436881,0.8361387409106817,8.68529e-08,1.0948800000000009e-07,-4.8133333333335855e-09
2e-07,3e-08,1,9,0.9,1.9999645006050684,-0.3971919433964064,0.8710341389024604,4.0273000000000684e-10,4.17799e-08,
2e-07,4e-08,1,9,0.9,1.9999645006050684,-0.3971919433964064,0.8710341389024604,4.0273000000000684e-10,4.17799e-08,
8e-07,9e-08,8,0,0.0,1.9999640253779105,0.4957939262122856,0.00458070506567031,7.3135165e-07,1.0298670000000004e-07,1.0667555833333333e-06
8e-07,9e-08,8,4,0.0,1.9999636682570072,0.26176619321088185,0.21122914053096303,7.9158159e-07,1.1208030000000006e-07,1.2216734833333332e-06
1e-07,6e-08,1,5,0.0,1.9999635423775768,-0.35349428429556873,0.8348789119625624,8.416960000000002e-08,1.1132450000000005e-07,-9.876666666666793e-09
1.6e-06,6e-08,8,5,0.0,1.9999627580530566,0.33484016049021137,0.15800056140808535,7.9842971e-07,1.0899490000000006e-07,1.2052856833333333e-06
2e-07,6e-08,1,8,0.9,1.9999621115010473,-0.33098826160253225,0.8546146625760278,1.771699999999968e-10,3.299601e-08,8.67666666666423e-11
3e-06,3e-08,1,0,0.0,1.999961128854385,0.11326756840571384,0.3,6.152310000000001e-07,1.0392980000000009e-07,
3e-06,4e-08,1,0,0.0,1.999961128854385,0.11326756840571384,0.3,6.152310000000001e-07,1.0392980000000009e-07,
1e-07,6e-08,1,1,0.0,1.99996081686275,-0.33179314681286864,0.8395423394122431,8.39266e-08,1.04096e-07,-1.1123333333333064e-09
3e-06,9e-08,4,2,0.0,1.9999597868921932,0.49592657105302784,0.0025995710832860076,8.7040107e-07,1.1240250000000004e-07,1.2883522833333333e-06
3e-06,9e-08,4,5,0.0,1.9999597082477978,0.4931013729652786,0.0054247691710352635,7.2845739e-07,1.077752e-07,1.0520963166666664e-06
3e-06,6e-08,4,2,0.0,1.999959507919298,0.389875530470177,0.09641547824644225,8.998368e-07,1.120743e-07,1.3571371666666666e-06
3e-06,6e-08,4,5,0.0,1.9999592671632715,0.3848935609085478,0.10139744780807142,7.5248521e-07,1.077822000000001e-07,1.1123940166666666e-06
7.5e-07,3e-07,2,3,0.0,1.9999581525557308,-0.15808449155707094,0.5825703467954345,1.0772300000000004e-07,1.1117330000000005e-07,2.681100000000002e-07
1e-07,3e-08,1,7,0.9,1.9999579092463518,-0.07897163139493946,0.6789716313949394,2.0995000000000376e-10,2.959659e-08,
1e-07,4e-08,1,7,0.9,1.9999579092463518,-0.07897163139493946,0.6789716313949394,2.0995000000000376e-10,2.959659e-08,
1e-07,6e-08,1,4,0.0,1.9999578685181065,-0.3783410339123744,0.8352584818443471,8.325540000000002e-08,1.1134570000000009e-07,-1.1669000000000209e-08
1e-07,3e-08,2,8,0.9,1.9999569798786907,-0.41008193957681116,0.8809296059803767,4.077600000000023e-10,5.152472e-08,
1e-07,4e-08,2,8,0.9,1.9999569798786907,-0.41008193957681116,0.8809296059803767,4.077600000000023e-10,5.152472e-08,
1.6e-06,4e-08,2,0,0.0,1.9999550692767802,0.11730540633373399,0.3,6.380809e-07,1.0359450000000001e-07,
1.6e-06,3e-08,2,0,0.0,1.9999550692767802,0.11730540633373399,0.3,6.380809e-07,1.0359450000000001e-07,
1e-07,3e-08,2,6,0.9,1.9999548723058918,0.0,0.6,1.3680000000006512e-11,6.430746e-08,
1e-07,4e-08,2,6,0.9,1.9999548723058918,0.0,0.6,1.3680000000006512e-11,6.430746e-08,
8e-07,6e-08,8,0,0.0,1.999954799882153,0.30600597122129103,0.15341494188077123,7.974178300000001e-07,1.0384789999999997e-07,1.21034955e-06
2e-07,6e-08,1,9,0.9,1.9999529858978708,-0.34086768880032714,0.8657554747886406,4.087500000000069e-10,2.883041e-08,9.510333333333502e-10
2e-07,4e-08,1,7,0.9,1.9999513079252467,0.011432586023585434,0.5885674139764145,4.4723000000000446e-10,5.745539e-08,
